Longitude,Latitude,val
126.5147316,35.0420116,2464.0
126.5153597,35.1653268,338.0
126.516258,35.0915189,1464.0
126.5170349,35.0496148,2421.0
126.5187395,35.1085585,548.0
126.5192025,35.102307,615.0
126.5220347,34.9844897,403.0
126.5226433,35.0821102,2164.0
126.5226569,35.1782997,203.0
126.5235624,35.0921966,1436.0
126.5257698,35.0381262,2464.0
126.5271374,34.9889431,603.0
126.5273005,34.9885251,578.0
126.5310538,35.069187,2250.0
126.5311369,34.9803214,191.0
126.5314329,35.0690149,2250.0
126.5315818,35.0683551,2259.0
126.5336709,35.0685003,2288.0
126.5345619,35.0522642,2420.0
126.5352628,35.0125634,1315.0
126.5360148,35.0669089,2233.0
126.5361811,35.1468467,105.0
126.536349,35.0001143,1029.0
126.5364148,35.0101977,1222.0
126.5365009,35.0342614,1428.0
126.536721,35.0055521,1178.0
126.5368754,35.0468164,2489.0
126.5381886,35.172524,140.0
126.5382492,35.0530027,2383.0
126.538552,35.0437548,2363.0
126.5391831,35.0441473,2353.0
126.5395994,35.0435953,2426.0
126.5399388,35.0120059,1188.0
126.5412755,35.0737711,2043.0
126.5426221,35.0420543,1829.0
126.5433718,35.0829604,1351.0
126.5447136,35.1641372,112.0
126.5453283,35.0372167,1219.0
126.5454452,35.1609003,114.0
126.545833,35.022335,1271.0
126.54601,35.0652228,2097.0
126.5468655,35.1217111,115.0
126.5469313,35.1512098,54.0
126.5487761,35.0565443,1910.0
126.5490669,35.015673,1124.0
126.5504985,35.0772339,1062.0
126.5508755,35.027918,1133.0
126.5510074,35.0883257,663.0
126.551297,35.0370051,1093.0
126.5519304,35.0638325,1436.0
126.5523936,35.0519978,1239.0
126.5534675,35.1740297,130.0
126.5540975,35.0476763,1021.0
126.5571942,35.0452264,859.0
126.5616151,35.1016009,311.0
126.5625408,35.0852929,533.0
126.5626624,35.0034767,706.0
126.5638922,35.069437,723.0
126.5645207,35.0173567,980.0
126.5659111,35.0367407,659.0
126.5667612,35.0654283,638.0
126.5687827,35.0063545,584.0
126.5702095,35.1005876,409.0
126.5719083,34.9895186,233.0
126.5731417,35.1011873,388.0
126.5743352,34.9838424,233.0
126.5744576,34.9900516,233.0
126.5749477,35.1859964,654.0
126.5750095,35.0572375,411.0
126.5750298,35.0005772,288.0
126.5751343,34.9951171,263.0
126.5751941,34.9997526,288.0
126.5783318,35.0359999,344.0
126.5785562,35.0042952,297.0
126.5789668,34.987074,233.0
126.5790077,35.1173958,516.0
126.5794046,35.1128549,507.0
126.5795019,35.007956,323.0
126.5798196,35.0526736,375.0
126.5804848,35.1729739,938.0
126.5818799,35.0449622,282.0
126.581987,35.0452979,275.0
126.5826464,35.0086976,328.0
126.5832006,35.1027429,610.0
126.5836086,35.0186527,305.0
126.5860948,35.0060409,298.0
126.5866335,35.1766332,993.0
126.5872242,35.0780414,307.0
126.5872977,35.1602545,935.0
126.5874364,35.07839,320.0
126.5878247,35.0065451,298.0
126.5886187,35.1914032,990.0
126.589105,35.0656597,193.0
126.590456,35.1212052,679.0
126.5910614,35.0987848,630.0
126.5913013,35.1279878,657.0
126.5924478,35.033519,200.0
126.5926243,35.197121,1125.0
126.5930387,35.2055642,876.0
126.594095,35.1187723,715.0
126.594324,35.184632,1230.0
126.5946738,35.1502082,819.0
126.5946881,35.1737516,1184.0
126.5947904,35.1172427,715.0
126.5954304,35.1946614,1119.0
126.5958874,35.1602453,1167.0
126.5964651,35.2096429,656.0
126.5967167,35.1573318,1123.0
126.5981544,35.1414685,743.0
126.599194,35.2152132,571.0
126.5993711,35.1335381,812.0
126.6010204,35.1628915,1306.0
126.6014189,35.1363983,859.0
126.6014427,35.2238299,461.0
126.6014795,35.1785136,1524.0
126.6015162,35.1511743,883.0
126.6018531,35.182528,1503.0
126.6024431,35.1227609,755.0
126.6026001,35.1810935,1573.0
126.6027224,35.1792688,1585.0
126.6029113,35.2024193,1146.0
126.6029188,35.1865882,1470.0
126.603493,35.175812,1593.0
126.6037992,35.1044277,650.0
126.604409,35.2091002,758.0
126.604837,35.1388939,924.0
126.6048645,35.1810447,1612.0
126.6053629,35.1320295,818.0
126.6053791,35.1278928,792.0
126.6058285,35.1568097,1260.0
126.6059611,35.1733491,1594.0
126.6064764,35.1753822,1633.0
126.6067744,35.2121361,651.0
126.6072088,35.1659048,1522.0
126.6074365,35.1617568,1494.0
126.6075909,35.1893965,1574.0
126.6078256,35.1025568,613.0
126.6082581,35.1147292,676.0
126.6085168,35.1140904,669.0
126.6087903,35.2212412,519.0
126.6097427,35.1110218,647.0
126.6102768,35.1851207,1695.0
126.6103205,35.1135594,669.0
126.6107934,35.2005631,1482.0
126.6109218,35.1124034,1338.0
126.6109471,35.1948278,1586.0
126.6112445,35.199867,1540.0
126.611563,35.1792047,1702.0
126.6115692,35.1824649,1752.0
126.6136773,35.2096582,789.0
126.6145892,35.1985182,1572.0
126.6152367,35.1001512,498.0
126.6166939,35.1126373,609.0
126.6176914,35.1991592,1563.0
126.6177253,35.1103442,556.0
126.6177843,35.1406827,945.0
126.6181053,35.2056447,1262.0
126.6185109,35.1476864,895.0
126.6187066,35.1545425,1313.0
126.6200323,35.1575411,1472.0
126.6211642,35.2145136,632.0
126.6212632,35.2137149,655.0
126.6218147,35.1355368,937.0
126.6236609,35.1601999,1519.0
126.6236849,35.1626203,1613.0
126.6242226,35.2183764,555.0
126.6258884,35.1398663,851.0
126.6266148,35.1390823,788.0
126.6269136,35.2056557,1053.0
126.6269248,35.1442794,761.0
126.6273372,35.2140899,619.0
126.6274236,35.1893787,1503.0
126.627425,35.1585318,1318.0
126.6276395,35.1262144,639.0
126.6284738,35.2148148,608.0
126.6295617,35.1181537,538.0
126.6296894,35.2091393,671.0
126.6299801,35.1659275,1447.0
126.6304297,35.1638595,1445.0
126.6308586,35.1554908,994.0
126.6317692,35.1105243,463.0
126.6318217,35.2125056,617.0
126.6334105,35.2095148,651.0
126.6344733,35.119252,508.0
126.6344941,35.1906466,1280.0
126.6359487,35.1997873,984.0
126.6384579,35.1895159,1026.0
126.6386576,35.1384836,481.0
126.639328,35.1882385,1046.0
126.6400191,35.198025,880.0
126.6407049,35.1614613,885.0
126.6410281,35.1737008,977.0
126.6426041,35.2056686,649.0
126.6427455,35.1645533,881.0
126.6437697,35.1410674,463.0
126.6459651,35.1479116,463.0
126.6465504,35.173876,790.0
126.6495077,35.1838809,677.0
126.6624004,35.1725479,444.0
126.8812234,35.2874245,1061.0
126.8830404,35.2472854,469.0
126.8843174,35.2601327,1061.0
126.8871368,35.2762945,1371.0
126.8879412,35.2766941,1452.0
126.8879502,35.2749357,13910.0
126.887971,35.2748009,1391.0
126.8884007,35.2628948,1151.0
126.8949584,35.2878221,1533.0
126.902177,35.2861865,3504.0
126.9031094,35.2663356,1637.0
126.9068776,35.2900873,1978.0
126.9151182,35.2896856,2220.0
126.9169295,35.3802415,107.0
126.9177533,35.2867996,2101.0
126.9211352,35.269693,1570.0
126.9217933,35.3732635,131.0
126.925977,35.309006,1678.0
126.9270081,35.262903,1300.0
126.9285027,35.301702,1920.0
126.9286941,35.3017494,9555.0
126.9288924,35.2742922,1943.0
126.9297353,35.3118028,3314.0
126.9305397,35.302193,1984.0
126.9318063,35.3018024,2043.0
126.9333312,35.2932872,2265.0
126.9336686,35.3181868,1655.0
126.9337342,35.3219821,1566.0
126.9359506,35.3081402,2026.0
126.9381535,35.285769,2201.0
126.9385287,35.2546525,1029.0
126.9390882,35.2681311,1510.0
126.9393356,35.2542079,1047.0
126.9404629,35.2989501,2237.0
126.9413556,35.2825701,2093.0
126.9413945,35.3074737,2054.0
126.9417733,35.2931342,2388.0
126.9429661,35.3013426,2248.0
126.948538,35.350883,2556.0
126.9510089,35.2951301,2291.0
126.9516664,35.3045073,3017.0
126.9547196,35.3402131,16740.0
126.9552842,35.2232895,1860.0
126.9555831,35.2743733,1566.0
126.9562301,35.3400596,1842.0
126.9563616,35.232165,1279.0
126.9569166,35.2762079,15192.0
126.957664,35.3651073,971.0
126.958099,35.353463,4328.0
126.9649462,35.3730496,2223.0
126.9654772,35.2434817,2926.0
126.9655994,35.2749091,1424.0
126.9664149,35.3620277,1019.0
126.966666,35.3869587,300.0
126.9669217,35.2346773,2746.0
126.967227,35.2448427,1470.0
126.968198,35.3583591,1158.0
126.9693367,35.381129,430.0
126.9715784,35.2878055,2244.0
126.9731564,35.2235263,19344.0
126.973604,35.273049,5256.0
126.9737538,35.2233747,1488.0
126.974057,35.3501822,1645.0
126.974075,35.2232167,1495.0
126.9743977,35.2892446,2569.0
126.9748144,35.2889723,2530.0
126.9749263,35.2236262,1495.0
126.9751707,35.2425931,1519.0
126.977227,35.217248,1202.0
126.977982,35.353263,3996.0
126.9788511,35.2183647,1271.0
126.9789421,35.2219692,1408.0
126.9789993,35.2217038,1408.0
126.9806147,35.2390659,1556.0
126.9823096,35.215902,3327.0
126.9855422,35.2813723,1763.0
126.987322,35.3647096,969.0
126.9875112,35.3649462,969.0
126.9885295,35.3658275,953.0
126.990065,35.355744,1027.0
126.992837,35.2263654,1784.0
126.9930828,35.3551633,2278.0
126.993821,35.366943,1610.0
126.9942886,35.4056687,100.0
126.9962915,35.3819256,529.0
127.0006393,35.292171,2192.0
127.004935,35.343653,7988.0
127.0128891,35.2527314,1176.0
127.01756,35.371239,1502.0
127.017723,35.334122,2460.0
127.0183035,35.3228343,2073.0
127.020234,35.222398,1032.0
127.0212608,35.2535291,3090.0
127.0247769,35.2512318,1020.0
127.0255134,35.3433824,7784.0
127.0261759,35.3439414,1160.0
127.0278708,35.1774663,2169.0
127.02789,35.177192,482.0
127.0279111,35.4234058,282.0
127.0279159,35.4234231,94.0
127.0285797,35.3456651,2084.0
127.028838,35.35488,1866.0
127.0294249,35.3153833,751.0
127.0301411,35.2948718,6490.0
127.0308147,35.1773595,251.0
127.0310274,35.1634148,825.0
127.0315828,35.3203401,736.0
127.0320416,35.3206025,744.0
127.0323503,35.29422,614.0
127.0354789,35.2062115,269.0
127.0359017,35.248653,941.0
127.0370119,35.249425,10197.0
127.0387469,35.2891998,1338.0
127.0394554,35.2661527,634.0
127.0408029,35.1610048,283.0
127.0437158,35.137669,179.0
127.04505,35.350629,744.0
127.045063,35.35053,1488.0
127.05224,35.350162,582.0
127.0526949,35.3503518,582.0
127.0552664,35.1806481,245.0
127.0572436,35.2897628,639.0
127.0578133,35.2655345,483.0
127.0593898,35.2070612,109.0
127.0638437,35.2969656,437.0
127.0642555,35.2823934,432.0
127.0678862,35.1405741,160.0
127.068526,35.1400869,142.0
127.0718657,35.2854816,385.0
127.0868602,35.2183685,184.0
127.087429,35.268562,480.0
127.1010054,35.2101023,58.0
