Longitude,Latitude,layer_2,val,fid
126.6624004,35.1725479,함평250,10.0,70941
126.8812234,35.2874245,담양250,167.0,65975
126.8830404,35.2472854,담양250,64.0,32576
126.8843174,35.2601327,담양250,147.0,56952
126.8871368,35.2762945,담양250,506.0,49764
126.8879412,35.2766941,담양250,513.0,45895
126.8879502,35.2749357,담양250,4640.0,703593
126.887971,35.2748009,담양250,464.0,72036
126.8884007,35.2628948,담양250,210.0,68340
126.8949584,35.2878221,담양250,159.0,67650
126.902177,35.2861865,담양250,510.0,142209
126.9031094,35.2663356,담양250,266.0,68474
126.9068776,35.2900873,담양250,314.0,70794
126.9151182,35.2896856,담양250,417.0,69630
126.9169295,35.3802415,담양250,48.0,50804
126.9177533,35.2867996,담양250,383.0,71001
126.9211352,35.269693,담양250,173.0,66531
126.9217933,35.3732635,담양250,66.0,62592
126.925977,35.309006,담양250,495.0,68000
126.9270081,35.262903,담양250,243.0,67592
126.9285027,35.301702,담양250,439.0,70924
126.9286941,35.3017494,담양250,2195.0,329010
126.9288924,35.2742922,담양250,119.0,67456
126.9297353,35.3118028,담양250,966.0,134335
126.9305397,35.302193,담양250,463.0,25661
126.9318063,35.3018024,담양250,518.0,8901
126.9333312,35.2932872,담양250,374.0,67320
126.9336686,35.3181868,담양250,425.0,68272
126.9337342,35.3219821,담양250,215.0,68340
126.9359506,35.3081402,담양250,576.0,67067
126.9381535,35.285769,담양250,223.0,70618
126.9385287,35.2546525,담양250,209.0,53592
126.9390882,35.2681311,담양250,106.0,54538
126.9393356,35.2542079,담양250,209.0,67925
126.9404629,35.2989501,담양250,515.0,69483
126.9413556,35.2825701,담양250,89.0,67388
126.9413945,35.3074737,담양250,502.0,66396
126.9417733,35.2931342,담양250,294.0,65715
126.9429661,35.3013426,담양250,434.0,67536
126.948538,35.350883,담양250,630.0,194970
126.9510089,35.2951301,담양250,296.0,68680
126.9516664,35.3045073,담양250,286.0,69621
126.9547196,35.3402131,담양250,2380.0,656935
126.9552842,35.2232895,담양250,246.0,96222
126.9555831,35.2743733,담양250,302.0,68244
126.9562301,35.3400596,담양250,296.0,69814
126.9563616,35.232165,담양250,148.0,67990
126.9569166,35.2762079,담양250,2439.0,485013
126.957664,35.3651073,담양250,53.0,66844
126.958099,35.353463,담양250,712.0,255156
126.9649462,35.3730496,담양250,309.0,199920
126.9654772,35.2434817,담양250,594.0,114747
126.9655994,35.2749091,담양250,293.0,55614
126.9664149,35.3620277,담양250,56.0,62848
126.966666,35.3869587,담양250,73.0,64186
126.9669217,35.2346773,담양250,534.0,110022
126.967227,35.2448427,담양250,273.0,56384
126.968198,35.3583591,담양250,152.0,65928
126.9693367,35.381129,담양250,97.0,64119
126.9715784,35.2878055,담양250,186.0,53533
126.9731564,35.2235263,담양250,4628.0,721791
126.973604,35.273049,담양250,628.0,222456
126.9737538,35.2233747,담양250,365.0,2415
126.974057,35.3501822,담양250,204.0,71604
126.974075,35.2232167,담양250,365.0,35259
126.9743977,35.2892446,담양250,256.0,54400
126.9748144,35.2889723,담양250,268.0,53667
126.9749263,35.2236262,담양250,352.0,69345
126.9751707,35.2425931,담양250,272.0,54560
126.977227,35.217248,담양250,406.0,56304
126.977982,35.353263,담양250,693.0,194208
126.9788511,35.2183647,담양250,356.0,56925
126.9789421,35.2219692,담양250,339.0,56168
126.9789993,35.2217038,담양250,345.0,55409
126.9806147,35.2390659,담양250,296.0,58014
126.9823096,35.215902,담양250,771.0,164016
126.9855422,35.2813723,담양250,191.0,62016
126.987322,35.3647096,담양250,249.0,70788
126.9875112,35.3649462,담양250,249.0,66309
126.9885295,35.3658275,담양250,203.0,64872
126.990065,35.355744,담양250,320.0,64464
126.992837,35.2263654,담양250,239.0,56280
126.9930828,35.3551633,담양250,480.0,125334
126.993821,35.366943,담양250,324.0,126126
126.9942886,35.4056687,담양250,8.0,64320
126.9962915,35.3819256,담양250,17.0,61376
127.0006393,35.292171,담양250,200.0,61305
127.004935,35.343653,담양250,564.0,207636
127.0128891,35.2527314,담양250,121.0,59831
127.01756,35.371239,담양250,218.0,123090
127.017723,35.334122,담양250,302.0,106556
127.0183035,35.3228343,담양250,111.0,52863
127.020234,35.222398,담양250,110.0,57090
127.0212608,35.2535291,담양250,312.0,184230
127.0247769,35.2512318,담양250,145.0,58608
127.0255134,35.3433824,담양250,1883.0,453606
127.0261759,35.3439414,담양250,269.0,69680
127.0278708,35.1774663,담양250,909.0,483021
127.02789,35.177192,담양250,202.0,106407
127.0279111,35.4234058,담양250,129.0,193563
127.0279159,35.4234231,담양250,43.0,70484
127.0285797,35.3456651,담양250,538.0,124687
127.028838,35.35488,담양250,434.0,129237
127.0294249,35.3153833,담양250,57.0,63382
127.0301411,35.2948718,담양250,2040.0,605616
127.0308147,35.1773595,담양250,82.0,66304
127.0310274,35.1634148,담양250,201.0,172788
127.0315828,35.3203401,담양250,129.0,64260
127.0320416,35.3206025,담양250,129.0,71468
127.0323503,35.29422,담양250,156.0,68574
127.0354789,35.2062115,담양250,21.0,59429
127.0359017,35.248653,담양250,125.0,70584
127.0370119,35.249425,담양250,1375.0,672452
127.0387469,35.2891998,담양250,370.0,119922
127.0394554,35.2661527,담양250,59.0,72381
127.0408029,35.1610048,담양250,67.0,58581
127.0437158,35.137669,담양250,36.0,56100
127.04505,35.350629,담양250,121.0,63852
127.045063,35.35053,담양250,242.0,126027
127.05224,35.350162,담양250,115.0,62846
127.0526949,35.3503518,담양250,115.0,71400
127.0552664,35.1806481,담양250,22.0,56628
127.0572436,35.2897628,담양250,127.0,60720
127.0578133,35.2655345,담양250,24.0,58370
127.0593898,35.2070612,담양250,27.0,60769
127.0638437,35.2969656,담양250,86.0,61707
127.0642555,35.2823934,담양250,133.0,63825
127.0678862,35.1405741,담양250,27.0,58995
127.068526,35.1400869,담양250,27.0,69102
127.0718657,35.2854816,담양250,97.0,62832
127.0868602,35.2183685,담양250,40.0,130650
127.087429,35.268562,담양250,152.0,124285
127.1010054,35.2101023,담양250,0.0,39732
