fid,시도명,시군구명,읍면명,회관명,소재지,Latitude,Longitude,규모(제곱미터),데이터기준일자,ringId,distance,NUMPOINTS
"175",전라남도,담양군,무정면,서흥1구 마을회관,전라남도 무정면 서흥1리 561-1,35.2948718,127.0301411,72.84,2022/05/27,"1",1000.000000,0
"176",전라남도,담양군,무정면,서흥2구 마을회관,전라남도 무정면 서흥2리 206-1,35.2948718,127.0301411,57.7,2022/05/27,"1",1000.000000,0
"177",전라남도,담양군,무정면,정석 마을회관,전라남도 무정면 정석리 157-11,35.2854816,127.0718657,66.1,2022/05/27,"1",1000.000000,0
"178",전라남도,담양군,무정면,평지 마을회관,전라남도 무정면 평지리 299-1,35.2823934,127.0642555,85.28,2022/05/27,"1",1000.000000,0
"179",전라남도,담양군,무정면,강정자 마을회관,전라남도 무정면 동강1리 325-1,35.2948718,127.0301411,84.55,2022/05/27,"1",1000.000000,0
"180",전라남도,담양군,무정면,등룡 마을회관,전라남도 무정면 오례2리 646,35.268562,127.087429,107.83,2022/05/27,"1",1000.000000,0
"181",전라남도,담양군,무정면,신촌 마을회관,전라남도 무정면 오례3리 114-6,35.268562,127.087429,81.28,2022/05/27,"1",1000.000000,0
"182",전라남도,담양군,금성면,내천 마을회관,전라남도 금성면 원리1리 71-1,34.8679,126.991,40.68,2022/05/27,"1",1000.000000,0
"183",전라남도,담양군,금성면,외천 마을회관,전라남도 금성면 원리2리 177-1,35.3433824,127.0255134,76.91,2022/05/27,"1",1000.000000,1
"184",전라남도,담양군,금성면,석현 마을회관,전라남도 금성면 석현1리 163-1,35.3456651,127.0285797,138.6,2022/05/27,"1",1000.000000,1
"185",전라남도,담양군,금성면,무림동 마을회관,전라남도 금성면 석현2리 333-2,35.3456651,127.0285797,66.56,2022/05/27,"1",1000.000000,1
"186",전라남도,담양군,금성면,양지 마을회관,전라남도 금성면 대성1리  774,35.371239,127.01756,130.44,2022/05/27,"1",1000.000000,0
"187",전라남도,담양군,금성면,정각 마을회관,전라남도 금성면 대성1리 656-2,35.371239,127.01756,74.4,2022/05/27,"1",1000.000000,0
"188",전라남도,담양군,금성면,원대성 마을회관,전라남도 금성면 대성2리 560-8,35.3433824,127.0255134,95.61,2022/05/27,"1",1000.000000,1
"189",전라남도,담양군,금성면,봉곡 마을회관,전라남도 금성면 대성2리 583,35.3433824,127.0255134,40.9,2022/05/27,"1",1000.000000,1
"190",전라남도,담양군,금성면,원율 마을회관,전라남도 금성면 원율1리 256-6,35.35488,127.028838,67.79,2022/05/27,"1",1000.000000,0
"191",전라남도,담양군,금성면,오평 마을회관,전라남도 금성면 원율2리 106-10,35.35488,127.028838,114,2022/05/27,"1",1000.000000,0
"192",전라남도,담양군,금성면,평신기 마을회관,전라남도 금성면 금성1리 285-2,34.8679,126.991,349.84,2022/05/27,"1",1000.000000,0
"193",전라남도,담양군,금성면,문암 마을회관,전라남도 금성면 금성1리 134,34.8679,126.991,52.2,2022/05/27,"1",1000.000000,0
"194",전라남도,담양군,금성면,하성 마을회관,전라남도 금성면 금성2리 605-1,34.8679,126.991,81.75,2022/05/27,"1",1000.000000,0
"195",전라남도,담양군,금성면,덕성 마을회관,전라남도 금성면 덕성1리 815-11,35.350162,127.05224,98.7,2022/05/27,"1",1000.000000,1
"196",전라남도,담양군,금성면,장항 마을회관,전라남도 금성면 봉서1리 692,35.350629,127.04505,75,2022/05/27,"1",1000.000000,1
"197",전라남도,담양군,금성면,대판 마을회관,전라남도 금성면 봉서1리 206,35.35053,127.045063,70.18,2022/05/27,"1",1000.000000,1
"198",전라남도,담양군,금성면,와룡 마을회관,전라남도 금성면 봉서2리 1112-1,35.35053,127.045063,109.69,2022/05/27,"1",1000.000000,1
"199",전라남도,담양군,금성면,대실 마을회관,전라남도 금성면 대곡1리  199-1,35.3433824,127.0255134,110.34,2022/05/27,"1",1000.000000,1
"200",전라남도,담양군,금성면,손오실 마을회관,전라남도 금성면 대곡2리 550,35.3433824,127.0255134,59.4,2022/05/27,"1",1000.000000,1
"201",전라남도,담양군,금성면,산이천 마을회관,전라남도 금성면 대곡3리 637,35.3433824,127.0255134,64.8,2022/05/27,"1",1000.000000,1
"202",전라남도,담양군,금성면,외추 마을회관,전라남도 금성면 외추리 144-5,35.3203401,127.0315828,70.78,2022/05/27,"1",1000.000000,0
"203",전라남도,담양군,금성면,노천동 마을회관,전라남도 금성면 외추리 191,35.3153833,127.0294249,67.5,2022/05/27,"1",1000.000000,0
"204",전라남도,담양군,금성면,가라실 마을회관,전라남도 금성면 봉황1리 284,35.3433824,127.0255134,69.36,2022/05/27,"1",1000.000000,1
"205",전라남도,담양군,금성면,죽림 마을회관,전라남도 금성면 봉황2리 445-3,34.8679,126.991,41.97,2022/05/27,"1",1000.000000,0
"206",전라남도,담양군,용면,두장 마을회관,전라남도 용면 두장1리 381-5,35.355744,126.990065,115.95,2022/05/27,"1",1000.000000,6
"207",전라남도,담양군,용면,장찬 마을회관,전라남도 용면 두장2리 817-3,35.3551633,126.9930828,71.6,2022/05/27,"1",1000.000000,6
"208",전라남도,담양군,용면,서평 마을회관,전라남도 용면 두장2리 929-6,35.3551633,126.9930828,89.73,2022/05/27,"1",1000.000000,6
"209",전라남도,담양군,용면,박곡 마을회관,전라남도 용면 통천1리 84,35.353263,126.977982,79.32,2022/05/27,"1",1000.000000,0
"210",전라남도,담양군,용면,매월 마을회관,전라남도 용면 통천2리 290-2,35.353263,126.977982,159.88,2022/05/27,"1",1000.000000,0
"211",전라남도,담양군,용면,통천 마을회관,전라남도 용면 통천3리 668-1,35.353263,126.977982,86.7,2022/05/27,"1",1000.000000,0
"212",전라남도,담양군,용면,추성 마을회관,전라남도 용면 추성리 586,35.3658275,126.9885295,66.6,2022/05/27,"1",1000.000000,2
"213",전라남도,담양군,용면,와산 마을회관,전라남도 용면 추성2리 81-2,35.366943,126.993821,60,2022/05/27,"1",1000.000000,2
"214",전라남도,담양군,용면,신흥 마을회관,전라남도 용면 추성3리 445-19,35.366943,126.993821,50,2022/05/27,"1",1000.000000,2
"215",전라남도,담양군,용면,태월 마을회관,전라남도 용면 쌍태리 222,35.381129,126.9693367,90.36,2022/05/27,"1",1000.000000,4
"216",전라남도,담양군,용면,상월 마을회관,전라남도 용면 쌍태리 425-11,35.3869587,126.966666,74.8,2022/05/27,"1",1000.000000,2
"217",전라남도,담양군,용면,도림 마을회관,전라남도 용면 도림리 259,35.3819256,126.9962915,77.26,2022/05/27,"1",1000.000000,0
"218",전라남도,담양군,용면,월계 마을회관,전라남도 용면 월계리 243,35.4056687,126.9942886,78.82,2022/05/27,"1",1000.000000,0
"219",전라남도,담양군,용면,분통 마을회관,전라남도 용면 용연1리 232,35.3649462,126.9875112,92.4,2022/05/27,"1",1000.000000,2
"220",전라남도,담양군,용면,용평 마을회관,전라남도 용면 용연2리 681,35.4234058,127.0279111,54.2,2022/05/27,"1",1000.000000,4
"221",전라남도,담양군,용면,용동 마을회관,전라남도 용면 용연3리 72-10,35.4234058,127.0279111,79.09,2022/05/27,"1",1000.000000,4
"222",전라남도,담양군,용면,용치 마을회관,전라남도 용면 용연1리 30-3,35.4234058,127.0279111,255.79,2022/05/27,"1",1000.000000,4
"223",전라남도,담양군,월산면,월산 마을회관,전라남도 월산면 월산1리 715-3,35.353463,126.958099,79.3,2022/05/27,"1",1000.000000,1
"224",전라남도,담양군,월산면,장재 마을회관,전라남도 월산면 월산2리 146-4,35.353463,126.958099,67.59,2022/05/27,"1",1000.000000,1
"225",전라남도,담양군,월산면,동산 마을회관,전라남도 월산면 월산3리 624-1,35.353463,126.958099,100.46,2022/05/27,"1",1000.000000,1
"226",전라남도,담양군,월산면,도개 마을회관,전라남도 월산면 월산4리 494-3,35.353463,126.958099,218.88,2022/05/27,"1",1000.000000,1
"227",전라남도,담양군,월산면,월평 마을회관,전라남도 월산면 월평1리 556-1,35.350883,126.948538,140.4,2022/05/27,"1",1000.000000,1
"228",전라남도,담양군,월산면,신평 마을회관,전라남도 월산면 월평2리 849-1,35.350883,126.948538,70,2022/05/27,"1",1000.000000,1
"229",전라남도,담양군,월산면,왕산 마을회관,전라남도 월산면 월평3리 192-1,35.350883,126.948538,140.4,2022/05/27,"1",1000.000000,1
"230",전라남도,담양군,월산면,월곡 마을회관,전라남도 월산면 중월2리 348,35.3402131,126.9547196,83.33,2022/05/27,"1",1000.000000,1
"231",전라남도,담양군,월산면,도동 마을회관,전라남도 월산면 용흥1리 142-1,35.3402131,126.9547196,76.48,2022/05/27,"1",1000.000000,1
"232",전라남도,담양군,월산면,가곡 마을회관,전라남도 월산면 용흥2리 298-3,35.3402131,126.9547196,72.8,2022/05/27,"1",1000.000000,1
"233",전라남도,담양군,월산면,용금 마을회관,전라남도 월산면 용암1리 549-1,35.3402131,126.9547196,83.98,2022/05/27,"1",1000.000000,1
"234",전라남도,담양군,월산면,홍암 마을회관,전라남도 월산면 용암2리 205-1,35.3402131,126.9547196,102.9,2022/05/27,"1",1000.000000,1
"235",전라남도,담양군,월산면,용산 마을회관,전라남도 월산면 신계리 320-1,35.3802415,126.9169295,65.34,2022/05/27,"1",1000.000000,0
"236",전라남도,담양군,월산면,박산 마을회관,전라남도 월산면 신계리 28,35.3732635,126.9217933,175.21,2022/05/27,"1",1000.000000,0
"237",전라남도,담양군,월산면,사암 마을회관,전라남도 월산면 광암1리 255,35.3730496,126.9649462,48.88,2022/05/27,"1",1000.000000,3
"238",전라남도,담양군,월산면,월천 마을회관,전라남도 월산면 광암2리 305-1,35.3730496,126.9649462,63.6,2022/05/27,"1",1000.000000,3
"239",전라남도,담양군,월산면,광덕 마을회관,전라남도 월산면 광암3리 716-1,35.3730496,126.9649462,66.18,2022/05/27,"1",1000.000000,3
"240",전라남도,담양군,월산면,오성 마을회관,전라남도 월산면 오성리 183-5,35.3620277,126.9664149,20.6,2022/05/27,"1",1000.000000,0
"241",전라남도,담양군,월산면,내동 마을회관,전라남도 월산면 오성리 323-14,35.3651073,126.957664,71.02,2022/05/27,"1",1000.000000,0
"242",전라남도,담양군,월산면,군수동 마을회관,전라남도 월산면 오성리 63-6,35.3583591,126.968198,65.02,2022/05/27,"1",1000.000000,0
"243",전라남도,담양군,월산면,복정 마을회관,전라남도 월산면 월계1리 347,35.3402131,126.9547196,237.5,2022/05/27,"1",1000.000000,1
"244",전라남도,담양군,월산면,농암 마을회관,전라남도 월산면 월계2리 650-1,35.3402131,126.9547196,99,2022/05/27,"1",1000.000000,1
"245",전라남도,담양군,월산면,마산 마을회관,전라남도 월산면 화방1리 514-1,35.3402131,126.9547196,86.47,2022/05/27,"1",1000.000000,1
"246",전라남도,담양군,월산면,봉명 마을회관,전라남도 월산면 화방2리 241-1,35.3402131,126.9547196,88.06,2022/05/27,"1",1000.000000,1
"247",전라남도,담양군,월산면,송정 마을회관,전라남도 월산면 화방3리 581-11,35.3402131,126.9547196,49.14,2022/05/27,"1",1000.000000,1
"248",전라남도,담양군,수북면,나산 마을회관,전라남도 수북면 나산리 171-1,35.2932872,126.9333312,95.57,2022/05/27,"1",1000.000000,15
"249",전라남도,담양군,수북면,개동 마을회관,전라남도 수북면 개동리 630-6,35.2825701,126.9413556,106.7,2022/05/27,"1",1000.000000,6
"250",전라남도,담양군,수북면,정중 마을회관,전라남도 수북면 정중리 746,35.2742922,126.9288924,151.9,2022/05/27,"1",1000.000000,4
"251",전라남도,담양군,수북면,금구동 마을회관,전라남도 수북면 황금리 96-24,35.269693,126.9211352,109.8,2022/05/27,"1",1000.000000,0
"252",전라남도,담양군,수북면,황덕 마을회관,전라남도 수북면 황금리 298-5,35.262903,126.9270081,168.4,2022/05/27,"1",1000.000000,0
"253",전라남도,담양군,수북면,고리대 마을회관,전라남도 수북면 고성1리 319-1,35.3017494,126.9286941,453.6,2022/05/27,"1",1000.000000,15
"254",전라남도,담양군,수북면,월성산 마을회관,전라남도 수북면 고성2리 645-1,35.3017494,126.9286941,131.2,2022/05/27,"1",1000.000000,15
"255",전라남도,담양군,수북면,오정1구 마을회관,전라남도 수북면 오정1리 208-1,35.3017494,126.9286941,249.7,2022/05/27,"1",1000.000000,15
"256",전라남도,담양군,수북면,삼인동 마을회관,전라남도 수북면 오정2리 691-2,35.3017494,126.9286941,97.81,2022/05/27,"1",1000.000000,15
"257",전라남도,담양군,수북면,송정 마을회관,전라남도 수북면 대방1리 955-58,35.3017494,126.9286941,106.2,2022/05/27,"1",1000.000000,15
"258",전라남도,담양군,수북면,원대방 마을회관,전라남도 수북면 대방2리 706-1,35.309006,126.925977,280.4,2022/05/27,"1",1000.000000,9
"259",전라남도,담양군,수북면,포백 마을회관,전라남도 수북면 대방3리 101-32,35.3081402,126.9359506,93.6,2022/05/27,"1",1000.000000,7
"260",전라남도,담양군,수북면,원궁산 마을회관,전라남도 수북면 궁산1리 288-1,35.3118028,126.9297353,85.75,2022/05/27,"1",1000.000000,2
"261",전라남도,담양군,수북면,구암 마을회관,전라남도 수북면 궁산2리 222,35.3118028,126.9297353,99.2,2022/05/27,"1",1000.000000,2
"262",전라남도,담양군,수북면,두정(경산) 마을회관,전라남도 수북면 두정리 465,35.3181868,126.9336686,136.9,2022/05/27,"1",1000.000000,0
"263",전라남도,담양군,수북면,두동 마을회관,전라남도 수북면 두정리 72,35.3219821,126.9337342,88.74,2022/05/27,"1",1000.000000,0
"264",전라남도,담양군,수북면,주평 마을회관,전라남도 수북면 주평1리 245,35.3074737,126.9413945,164.2,2022/05/27,"1",1000.000000,0
"265",전라남도,담양군,수북면,풍수1구 마을회관,전라남도 수북면 풍수리 808-4,35.2989501,126.9404629,109.1,2022/05/27,"1",1000.000000,12
"266",전라남도,담양군,수북면,풍수2구 마을회관,전라남도 수북면 풍수리 702,35.3013426,126.9429661,111.9,2022/05/27,"1",1000.000000,6
"267",전라남도,담양군,수북면,풍수3구 마을회관,전라남도 수북면 풍수리 74-1,35.3045073,126.9516664,55.62,2022/05/27,"1",1000.000000,0
"268",전라남도,담양군,수북면,남산 마을회관,전라남도 수북면 남산리 355-1,35.2951301,126.9510089,73.6,2022/05/27,"1",1000.000000,0
"269",전라남도,담양군,수북면,원대흥 마을회관,전라남도 수북면 대흥리 72-1,35.2931342,126.9417733,79.92,2022/05/27,"1",1000.000000,8
"270",전라남도,담양군,대전면,서부 마을회관,전라남도 대전면 대치1리 1306,35.2749357,126.8879502,36.63,2022/05/27,"1",1000.000000,17
"271",전라남도,담양군,대전면,원촌 마을회관,전라남도 대전면 대치6리 381-1,35.2749357,126.8879502,168.2,2022/05/27,"1",1000.000000,17
"272",전라남도,담양군,대전면,대조 마을회관,전라남도 대전면 대치7리 1041-11,35.2749357,126.8879502,97.36,2022/05/27,"1",1000.000000,17
"273",전라남도,담양군,대전면,화암 마을회관,전라남도 대전면 평장2리 268,35.2874245,126.8812234,77.76,2022/05/27,"1",1000.000000,1
"274",전라남도,담양군,대전면,청룡 마을회관,전라남도 대전면 서옥2리 828-1,35.2749357,126.8879502,72.48,2022/05/27,"1",1000.000000,17
"275",전라남도,담양군,대전면,중옥 마을회관,전라남도 대전면 중옥리 421,35.2601327,126.8843174,86.6,2022/05/27,"1",1000.000000,2
"276",전라남도,담양군,대전면,신룡 마을회관,전라남도 대전면 응용1리 284,35.2472854,126.8830404,123.88,2022/05/27,"1",1000.000000,2
"277",전라남도,담양군,대전면,응기 마을회관,전라남도 대전면 응용2리 262-1,35.2749357,126.8879502,101.16,2022/05/27,"1",1000.000000,17
"278",전라남도,담양군,대전면,태암 마을회관,전라남도 대전면 태목1리 248,35.2628948,126.8884007,138.3,2022/05/27,"1",1000.000000,6
"279",전라남도,담양군,대전면,시목 마을회관,전라남도 대전면 태목2리 367-29,35.2749357,126.8879502,91.35,2022/05/27,"1",1000.000000,17
"280",전라남도,담양군,대전면,강의 마을회관,전라남도 대전면 강의리 300-1,35.2663356,126.9031094,328.75,2022/05/27,"1",1000.000000,8
"281",전라남도,담양군,대전면,월인 마을회관,전라남도 대전면 월본1리 635,35.2749357,126.8879502,172.93,2022/05/27,"1",1000.000000,17
"282",전라남도,담양군,대전면,갈전 마을회관,전라남도 대전면 월본2리 727,35.2749357,126.8879502,226.99,2022/05/27,"1",1000.000000,17
"283",전라남도,담양군,대전면,병풍 마을회관,전라남도 대전면 병풍리 320-1,35.2878221,126.8949584,59.76,2022/05/27,"1",1000.000000,4
"284",전라남도,담양군,대전면,행정 마을회관,전라남도 대전면 행성리 231-1,35.2900873,126.9068776,239.1,2022/05/27,"1",1000.000000,8
"285",전라남도,담양군,대전면,덕진 마을회관,전라남도 대전면 행성2리 32-12,35.2749357,126.8879502,298.2,2022/05/27,"1",1000.000000,17
"286",전라남도,담양군,대전면,옥산 마을회관,전라남도 대전면 행성3리 496,35.2749357,126.8879502,79.61,2022/05/27,"1",1000.000000,17
"287",전라남도,담양군,대전면,성산 마을회관,전라남도 대전면 성산리 173-4,35.2867996,126.9177533,130.16,2022/05/27,"1",1000.000000,6
"288",전라남도,담양군,대전면,사성 마을회관,전라남도 대전면 갑향1리 565-1,35.2861865,126.902177,84,2022/05/27,"1",1000.000000,6
"289",전라남도,담양군,대전면,계곡 마을회관,전라남도 대전면 갑향2리 225-1,,,162.76,2022/05/27,"1",1000.000000,0
