fid,마을회관명,소재지도로명주소,Latitude,Longitude,회원수,대표자,대지면적,건축면적,데이터기준일자,ringId,distance,NUMPOINTS
"214",지북,전라남도 신안군 도초면 지북길 23,,,"30",최금남,309,115.7,2021/11/11,"1",1000.000000,0
"215",용동,전라남도 신안군 도초면 도초북길 313,,,"22",명웅기,449,165.2,2021/11/11,"1",1000.000000,0
"216",오류,전라남도 신안군 도초면 오류길 64-14,,,"17",최인철,344,61.63,2021/11/11,"1",1000.000000,0
"217",소신,전라남도 신안군 도초면 도초동부길 581-31,,,"14",김금술,450,80.2,2021/11/11,"1",1000.000000,0
"218",외하,전라남도 신안군 도초면 외남길 138,,,"34",유당고,187,74.73,2021/11/11,"1",1000.000000,0
"219",외상,전라남도 신안군 도초면 외남길 63,,,"19",김영복,248,84,2021/11/11,"1",1000.000000,0
"220",수다,전라남도 신안군 도초면 수다길 61,,,"23",박상기,534,84,2021/11/11,"1",1000.000000,0
"221",난말,전라남도 신안군 도초면 난말길 95,,,"16",김동철,609,79.2,2021/11/11,"1",1000.000000,0
"222",조진,전라남도 신안군 도초면 도초동부길 582-128,,,"18",정복순,810,81.93,2021/11/11,"1",1000.000000,0
"223",춘경,전라남도 신안군 도초면 도초서길 158,,,"17",박태수,236,82.25,2021/11/11,"1",1000.000000,0
"224",신교,전라남도 신안군 도초면 서남문로 1787,,,"33",노정웅,398,170.1,2021/11/11,"1",1000.000000,0
"225",궁항,전라남도 신안군 도초면 궁항길 21-2,,,"15",최대인,208,78.39,2021/11/11,"1",1000.000000,0
"226",지남,전라남도 신안군 도초면 지남길 18,,,"15",권형단,311,81.93,2021/11/11,"1",1000.000000,0
"227",이하,전라남도 신안군 도초면 이곡길 76-12,,,"24",박성배,251,83.9,2021/11/11,"1",1000.000000,0
"228",나박포,전라남도 신안군 도초면 서남문로 1478-8,,,"26",이조일,662,82.38,2021/11/11,"1",1000.000000,0
"229",엄목,전라남도 신안군 도초면 시목길 160-3,,,"26",이홍안,327,85.42,2021/11/11,"1",1000.000000,0
"230",발매,전라남도 신안군 도초면 발매길 138-2,,,"18",박인표,224,87.82,2021/11/11,"1",1000.000000,0
"231",만년,전라남도 신안군 도초면 만년길 142-4,,,"14",김명철,271,100.44,2021/11/11,"1",1000.000000,0
"232",죽도,전라남도 신안군 도초면 죽도길 65-1,,,"27",배상식,387,94.8,2021/11/11,"1",1000.000000,0
"233",명당,전라남도 신안군 도초면 명당길 149,,,"9",추수빈,897,92.7,2021/11/11,"1",1000.000000,0
"234",시목,전라남도 신안군 도초면 시목길 269,,,"10",최영송,241,76.22,2021/11/11,"1",1000.000000,0
"235",돈목(우이2구),전라남도 신안군 도초면 돈목길 43,,,"23",한진호,661,90.2,2021/11/11,"1",1000.000000,0
"236",예리1구,전라남도 신안군 흑산면 예리2길 49-3,,,"176",박인순,400,199.24,2021/11/11,"1",1000.000000,0
"237",진리,전라남도 신안군 흑산면 흑산일주로 205-2,,,"114",김성윤,206,66,2021/11/11,"1",1000.000000,0
"238",진리2(읍동),전라남도 신안군 흑산면 흑산일주로 329,,,"36",이정대,208,90,2021/11/11,"1",1000.000000,0
"239",해룡,전라남도 신안군 흑산면 가거도길 22-15,,,"67",조명안,182,72.1,2021/11/11,"1",1000.000000,0
"240",심리,전라남도 신안군 흑산면 심리길 35,,,"43",김은현,116,60.9,2021/11/11,"1",1000.000000,0
"241",하태도,전라남도 신안군 흑산면 장굴길 47-2,,,"24",김영창,248,90,2021/11/11,"1",1000.000000,0
"242",사리,전라남도 신안군 흑산면 흑산일주로 1510,,,"62",박남석,146,83.06,2021/11/11,"1",1000.000000,0
"243",오리,전라남도 신안군 흑산면 오리길 28-16,,,"28",김정동,347,76.06,2021/11/11,"1",1000.000000,0
"244",도목리,전라남도 신안군 흑산면 도목리길 3,,,"24",김문산,168,89.6,2021/11/11,"1",1000.000000,0
"245",만재도,전라남도 신안군 흑산면 만재도길 88-1,,,"27",이양식,2353,117,2021/11/11,"1",1000.000000,0
"246",항리,전라남도 신안군 흑산면 가거도길 503,,,"13",박병순,580,83.9,2021/11/11,"1",1000.000000,0
"247",수리,전라남도 신안군 흑산면 김이수길 44-3,,,"43",문명출,307,83.79,2021/11/11,"1",1000.000000,0
"248",죽항리,전라남도 신안군 흑산면 흑산일주로 39-31,,,"29",정수남,159,88.36,2021/11/11,"1",1000.000000,0
"249",홍도1구,전라남도 신안군 흑산면 홍도1길 8,,,"65",정방철,77,90,2021/11/11,"1",1000.000000,0
"250",상태도,전라남도 신안군 흑산면 상태도길 2,,,"19",김막동,170,84.75,2021/11/11,"1",1000.000000,0
"251",다물도,전라남도 신안군 흑산면 다물도길 79,,,"80",김명규,148,130,2021/11/11,"1",1000.000000,0
"252",소사리,전라남도 신안군 흑산면 흑산일주로 1944,,,"43",임은석,196,83.58,2021/11/11,"1",1000.000000,0
"253",비리,전라남도 신안군 흑산면 생금길 16,,,"29",박월단,334,82.67,2021/11/11,"1",1000.000000,0
"254",홍도2구,전라남도 신안군 흑산면 홍도2길 23,,,"30",김우년,542,57.96,2021/11/11,"1",1000.000000,0
"255",영산리,전라남도 신안군 흑산면 영산리 산57-3,,,"28",황선자,120,56.7,2021/11/11,"1",1000.000000,0
"256",오림(오림1구),전라남도 신안군 하의면 하의로 564,,,"33",김영빈,691,75.02,2021/11/11,"1",1000.000000,0
"257",후광,전라남도 신안군 하의면  후광길 158,,,"40",김재민,661,88.83,2021/11/11,"1",1000.000000,0
"258",웅곡,전라남도 신안군 하의면  안곰실길 5,,,"60",윤덕남,660,180.41,2021/11/11,"1",1000.000000,0
"259",피섬(어은2구),전라남도 신안군 하의면  피섬길 242,,,"33",김호영,879,82,2021/11/11,"1",1000.000000,0
"260",북포(웅곡2구),전라남도 신안군 하의면  웅곡리 386-2(북포길 11-8),,,"36",전창석,231,67.29,2021/11/11,"1",1000.000000,0
"261",후광2,전라남도 신안군 하의면  하의대광길 192,,,"37",서일오,204,73.01,2021/11/11,"1",1000.000000,0
"262",봉도(오림3),전라남도 신안군 하의면 오림리 144-9(하의로 729),,,"22",제갈명헌,656,61.54,2021/11/11,"1",1000.000000,0
"263",옥도,전라남도 신안군 하의면 옥도길 90,,,"29",송홍림,357,64.9,2021/11/11,"1",1000.000000,0
"264",대리2,전라남도 신안군 하의면 하의로 71,,,"58",김정인,205,78.89,2021/11/11,"1",1000.000000,0
"265",능산2구,전라남도 신안군 하의면 대야도길 58,,,"7",안종래,660,61.36,2021/11/11,"1",1000.000000,0
"266",능산3구,전라남도 신안군 하의면 신도길 30-12,,,"11",김염진,255,49.02,2021/11/11,"1",1000.000000,0
"267",후광3구(장병도),전라남도 신안군 하의면 장병도길 40,,,"24",이봉태,321,75.63,2021/11/11,"1",1000.000000,0
"268",오림4리,전라남도 신안군 하의면 오림길 19,,,"41",박순철,492,106.4,2021/11/11,"1",1000.000000,0
"269",어은1구,전라남도 신안군 하의면 언동길 26,,,"29",정행율,308,87.67,2021/11/11,"1",1000.000000,0
"270",웅곡3구,전라남도 신안군 하의면 전광길 53,,,"24",김대민,234,86.85,2021/11/11,"1",1000.000000,0
"271",웅곡4구,전라남도 신안군 하의면 오류동길 124-1,,,"9",김정윤,274,90.7,2021/11/11,"1",1000.000000,0
"272",오림2구,전라남도 신안군 하의면 유호길 43-6,,,"10",박연웅,453,90.7,2021/11/11,"1",1000.000000,0
"273",대리동편,전라남도 신안군 하의면 하의대광길 7,,,"43",강성산,367,72.7,2021/11/11,"1",1000.000000,0
"274",능산1구,전라남도 신안군 하의면 능뫼큰길 5-24,,,"24",김철진,188,66.1,2021/11/11,"1",1000.000000,0
"275",전월,전라남도 신안군 하의면 후광길 132-55,,,"15",정성배,595,87.43,2021/11/11,"1",1000.000000,0
"276",운산,전라남도 신안군 하의면 하의대광길 125-19,,,"20",강부원,1104,88.33,2021/11/11,"1",1000.000000,0
"277",원목,전라남도 신안군 신의면 하태길 18,,,"21",강정남,1365,89.67,2021/11/11,"1",1000.000000,0
"278",기동,전라남도 신안군 신의면 신의로 55,,,"53",곽성주,1675,81.45,2021/11/11,"1",1000.000000,0
"279",노은,전라남도 신안군 신의면노은길 91,,,"34",김상도,268,66.3,2021/11/11,"1",1000.000000,0
"280",가락,전라남도 신안군 신의면 가락길 30,,,"45",김용남,556,67.8,2021/11/11,"1",1000.000000,0
"281",동면,전라남도 신안군 신의면 동면길 33,,,"43",김인태,211,61.54,2021/11/11,"1",1000.000000,0
"282",소장동,전라남도 신안군 신의면 상태서리 192-3(소장길 39),,,"32",신영철,428,61.9,2021/11/11,"1",1000.000000,0
"283",구만,전라남도 신안군 신의면 구만길 56-7,,,"40",최영심,273,72.1,2021/11/11,"1",1000.000000,0
"284",모농,전라남도 신안군 신의면 신의로 710-3,,,"48",고서임,999,97.11,2021/11/11,"1",1000.000000,0
"285",상서,전라남도 신안군 신의면 안산길 96,,,"26",임춘식,568,84.63,2021/11/11,"1",1000.000000,0
"286",상태수성,전라남도 신안군 신의면 안산길 57-7,,,"50",박성환,629,83.9,2021/11/11,"1",1000.000000,0
"287",굴암,전라남도 신안군 신의면 하태길 505-1,,,"23",박종훈,172,68.16,2021/11/11,"1",1000.000000,0
"288",고사도,전라남도 신안군 신의면 신의고사길 29-1,,,"9",강승민,959,85.05,2021/11/11,"1",1000.000000,0
"289",평사도,전라남도 신안군 신의면 평사길 44-2,,,"12",김흥복,300,67.41,2021/11/11,"1",1000.000000,0
"290",모농2,전라남도 신안군 신의면 신의로 710-3,,,"35",백현주,999,137.1,2021/11/11,"1",1000.000000,0
"291",공수1리(수성),전라남도 신안군 장산면 공수길 72,,,"29",정재완,754,84.09,2021/11/11,"1",1000.000000,0
"292",다수1리,전라남도 신안군 장산면 다수리 512-1,,,"42",양민철,600,85.68,2021/11/11,"1",1000.000000,0
"293",팽진2리,전라남도 신안군 장산면 상용길 70,,,"35",김명오,155,69.68,2021/11/11,"1",1000.000000,0
"294",오음1리,전라남도 신안군 장산면 오음산길 42-1,,,"40",조평순,370,68.2,2021/11/11,"1",1000.000000,0
"295",도창2리,전라남도 신안군 장산면 아미산길 59-1,,,"34",김적산,265,67.05,2021/11/11,"1",1000.000000,0
"296",대리,전라남도 신안군 장산면 장산대리길 20,,,"64",고광실,628,82.32,2021/11/11,"1",1000.000000,0
"297",공수2리,전라남도 신안군 장산면 중산길 48-2,,,"50",정생오,307,72.78,2021/11/11,"1",1000.000000,0
"298",팽진1리,전라남도 신안군 장산면 비소팽나루길 523,,,"54",김남현,882,72.78,2021/11/11,"1",1000.000000,0
"299",오음2리,전라남도 신안군 장산면 장산중앙길 172,,,"25",나길재,283,73.03,2021/11/11,"1",1000.000000,0
"300",마진1리,전라남도 신안군 장산면 마진도길 48-1,,,"39",서동옥,301,86,2021/11/11,"1",1000.000000,0
"301",다수3리,전라남도 신안군 장산면 통머리길 31,,,"25",김연표,209,75.57,2021/11/11,"1",1000.000000,0
"302",다수2리,전라남도 신안군 장산면 장산로 4,,,"23",오동주,330,92.25,2021/11/11,"1",1000.000000,0
"303",도창1리,전라남도 신안군 장산면 도창길 30-1,,,"27",박순남,259,67.05,2021/11/11,"1",1000.000000,0
"304",대리2리,전라남도 신안군 장산면 장산로 136-9,,,"27",정동진,354,82.32,2021/11/11,"1",1000.000000,0
"305",마초,전라남도 신안군 장산면 장산동면길 129,,,"19",정남기,930,81.55,2021/11/11,"1",1000.000000,0
"306",활목,전라남도 신안군 장산면 비소팽나루길 358,,,"21",김영운,660,84.79,2021/11/11,"1",1000.000000,0
"307",사근,전라남도 신안군 장산면 현터길 309-15,,,"23",김민석,664,82,2021/11/11,"1",1000.000000,0
"308",죽두,전라남도 신안군 장산면 장산중앙길 323-2,,,"21",강대용,758,82,2021/11/11,"1",1000.000000,0
"309",신촌,전라남도 신안군 장산면 현터길 100,,,"23",김춘섭,661,101.81,2021/11/11,"1",1000.000000,0
"310",건너몰,전라남도 신안군 장산면 장산중앙길 16-4,,,"13",정동균,321,84.09,2021/11/11,"1",1000.000000,0
"311",두루메,전라남도 신안군 장산면 팽진리 496-1,,,"20",김동월,,,2021/11/11,"1",1000.000000,0
"312",안향,전라남도 신안군 안좌면 김환기길 11-46,,,"10",이명석,1239,82,2021/11/11,"1",1000.000000,0
"313",여흘,전라남도 신안군 안좌면 여흘길 14-3,,,"55",김금철,777,103.35,2021/11/11,"1",1000.000000,0
"314",대리,전라남도 신안군 안좌면 대리길 24,,,"79",박환배,501,183.32,2021/11/11,"1",1000.000000,0
"315",금산,전라남도 신안군 안좌면 금산길 18,,,"25",이수광,165,72,2021/11/11,"1",1000.000000,0
"316",대척,전라남도 신안군 안좌면 대척길 8-30,,,"39",김관식,290,72,2021/11/11,"1",1000.000000,0
"317",대우,전라남도 신안군 안좌면 대우길 51,,,"42",최귀우,858,66,2021/11/11,"1",1000.000000,0
"318",읍동,전라남도 신안군 안좌면 김환기길 23,,,"145",정충길,1226,232.35,2021/11/11,"1",1000.000000,0
"319",산두,전라남도 신안군 안좌면 산두리길 332,,,"50",박홍길,240,82.25,2021/11/11,"1",1000.000000,0
"320",자라2구,전라남도 신안군 안좌면 자라도길 285,,,"18",문재옥,393,99,2021/11/11,"1",1000.000000,0
"321",시서,전라남도 신안군 안좌면 안좌시목길 35,,,"44",이대기,297,67.29,2021/11/11,"1",1000.000000,0
"322",마명,전라남도 신안군 안좌면 마명길 41,,,"29",이백석,109,90,2021/11/11,"1",1000.000000,0
"323",창마,전라남도 신안군 안좌면 창마장길 5,,,"23",한현기,1539,89.7,2021/11/11,"1",1000.000000,0
"324",향목,전라남도 신안군 안좌면 향목길 49,,,"27",김금연,506,89.7,2021/11/11,"1",1000.000000,0
"325",신촌,전라남도 신안군 안좌면 신촌리길 50,,,"29",김석진,144,57.45,2021/11/11,"1",1000.000000,0
"326",소곡,전라남도 신안군 안좌면 소곡두리길 150-1,,,"29",이명천,318,88.79,2021/11/11,"1",1000.000000,0
"327",마진,전라남도 신안군 안좌면 마진길 12,,,"46",김우배,393,99,2021/11/11,"1",1000.000000,0
"328",두리,전라남도 신안군 안좌면 소곡두리길 257-1,,,"19",김용열,308,60.63,2021/11/11,"1",1000.000000,0
"329",구대,전라남도 신안군 안좌면 구대길 74,,,"35",오종후,410,90.18,2021/11/11,"1",1000.000000,0
"330",탄동,전라남도 신안군 안좌면 안좌탄동길 12-6,,,"35",김기봉,340,72.1,2021/11/11,"1",1000.000000,0
"331",한운,전라남도 신안군 안좌면 안좌한운길 42-2,,,"18",김갑동,182,69.56,2021/11/11,"1",1000.000000,0
"332",방월,전라남도 신안군 안좌면 방월길 11,,,"36",정재섭,334,83.68,2021/11/11,"1",1000.000000,0
"333",사치,전라남도 신안군 안좌면 사치도길 76,,,"28",김재남,2359,182.46,2021/11/11,"1",1000.000000,0
"334",반월(내촌),전라남도 신안군 안좌면 반월도길 185-18,,,"29",장성,387,86,2021/11/11,"1",1000.000000,0
"335",박지,전라남도 신안군 안좌면 박치도길 198,,,"14",김상일,182,58.89,2021/11/11,"1",1000.000000,0
"336",남강,전라남도 신안군 안좌면 마등길 102-3,,,"25",김경철,356,83.7,2021/11/11,"1",1000.000000,0
"337",퇴촌,전라남도 신안군 안좌면 토촌길 15,,,"13",김시철,307,97.107,2021/11/11,"1",1000.000000,0
"338",와우,전라남도 신안군 안좌면 안좌동부길 699-12,,,"31",주관민,956,111.73,2021/11/11,"1",1000.000000,0
"339",존포,전라남도 신안군 안좌면 존포길 40-7,,,"31",정옥인,208,81.65,2021/11/11,"1",1000.000000,0
"340",복호,전라남도 신안군 안좌면 중부로 7-4,,,"26",이재철,407,90.8,2021/11/11,"1",1000.000000,0
"341",열등,전라남도 신안군 안좌면 마등길 9-4,,,"14",오군지,671,69.1,2021/11/11,"1",1000.000000,0
"342",학하,전라남도 신안군 안좌면 중부로 477-8,,,"18",장진배,381,68.16,2021/11/11,"1",1000.000000,0
"343",우목,전라남도 신안군 안좌면 안좌남부길 570,,,"10",김진석,357,88.14,2021/11/11,"1",1000.000000,0
"344",오동,전라남도 신안군 안좌면 시서길 285,,,"19",윤병수,279,91.4,2021/11/11,"1",1000.000000,0
"345",내호,전라남도 신안군 안좌면 내호길 179-1,,,"28",정행남,279,91.4,2021/11/11,"1",1000.000000,0
"346",외우목,전라남도 신안군 안좌면 안좌남부길 750,,,"12",김정근,231,82.44,2021/11/11,"1",1000.000000,0
"347",자라1구,전라남도 신안군 안좌면 자라길 9,,,"58",문경관,783,49.5,2021/11/11,"1",1000.000000,0
"348",전진,전라남도 신안군 안좌면 내호길 42-37,,,"15",정석호,235,78.84,2021/11/11,"1",1000.000000,0
"349",부소도,전라남도 신안군 안좌면 존포길 208,,,"13",서재석,630,82,2021/11/11,"1",1000.000000,0
"350",소척,전라남도 신안군 안좌면 대척길 89-1,,,"12",박청천,516,82,2021/11/11,"1",1000.000000,0
"351",증산,전라남도 신안군 안좌면 자라도길 208-6,,,"18",이성복,1239,82,2021/11/11,"1",1000.000000,0
"352",재섬,전라남도 신안군 안좌면 금산리 28-2,,,"14",박종연,235,78.84,2021/11/11,"1",1000.000000,0
"353",양골,전라남도 신안군 안좌면 감바위길 108-53,,,"10",이정인,350,50,2021/11/11,"1",1000.000000,0
"354",이목,전라남도 신안군 팔금면 삼층석탑길 231-3,,,"29",최남,734,77.1,2021/11/11,"1",1000.000000,0
"355",읍리중앙,전라남도 신안군 팔금면 오림진고길 9,,,"64",이봉두,998,180,2021/11/11,"1",1000.000000,0
"356",원산,전라남도 신안군 팔금면 원산안길 32,,,"72",이정현,93,93,2021/11/11,"1",1000.000000,0
"357",당고,전라남도 신안군 팔금면 삼층석탑길 285,,,"60",문윤대,751,98.4,2021/11/11,"1",1000.000000,0
"358",장촌,전라남도 신안군 팔금면 탑목개길 54-12,,,"46",최남규,192,72.53,2021/11/11,"1",1000.000000,0
"359",진고,전라남도 신안군 팔금면 오림진고길 103,,,"28",이근우,356,67.97,2021/11/11,"1",1000.000000,0
"360",대산두,전라남도 신안군 팔금면 중부로 1212,,,"29",고옥삼,998,231,2021/11/11,"1",1000.000000,0
"361",대심,전라남도 신안군 팔금면 대소심길 29,,,"21",김동안,307,88.71,2021/11/11,"1",1000.000000,0
"362",고산,전라남도 신안군 팔금면 삼층석탑길 393,,,"28",김행길,315,84.16,2021/11/11,"1",1000.000000,0
"363",읍산두,전라남도 신안군 팔금면 독섬묵길 25-4,,,"38",이상덕,337,94.4,2021/11/11,"1",1000.000000,0
"364",거문,전라남도 신안군 팔금면 이목거문길 200,,,"27",김영식,688,94.4,2021/11/11,"1",1000.000000,0
"365",둔봉,전라남도 신안군 팔금면 오림진고길 309,,,"15",최판용,559,90.2,2021/11/11,"1",1000.000000,0
"366",장목,전라남도 신안군 팔금면 장목길 19,,,"20",이춘호,350,90.2,2021/11/11,"1",1000.000000,0
"367",장촌사근다리,전라남도 신안군 팔금면 사근다리길 17,,,"23",최승시,674,66.5,2021/11/11,"1",1000.000000,0
"368",서근,전라남도 신안군 팔금면 원산서근길 329,,,"10",김봉오,731,83.37,2021/11/11,"1",1000.000000,0
"369",단고,전라남도 신안군 암태면 장단고길 75-8,,,"37",박흥규,347,92.48,2021/11/11,"1",1000.000000,0
"370",익금,전라남도 신안군 암태면  익금길 194-2,,,"80",김도진,666,120.15,2021/11/11,"1",1000.000000,0
"371",도창,전라남도 신안군 암태면  신기도창길 308,,,,박성연,900,87.62,2021/11/11,"1",1000.000000,0
"372",기동(텃골),전라남도 신안군 암태면  중부로 1934,,,"43",문병일,260,58.58,2021/11/11,"1",1000.000000,0
"373",신기,전라남도 신안군 암태면  신흥길 11,,,"45",손일택,400,70,2021/11/11,"1",1000.000000,0
"374",오산,전라남도 신안군 암태면  오산길 56-2,,,"19",김영일,218,61.54,2021/11/11,"1",1000.000000,0
"375",수곡,전라남도 신안군 암태면  수곡리길 62-7,,,"48",문정기,265,61.9,2021/11/11,"1",1000.000000,0
"376",송곡,전라남도 신안군 암태면  송곡길 67,,,"24",김금동,218,63.84,2021/11/11,"1",1000.000000,0
"377",중흥,전라남도 신안군 암태면  신흥길 222,,,"44",권준택,529,80.1,2021/11/11,"1",1000.000000,0
"378",신석,전라남도 신안군 암태면  신석길 11-2,,,"60",차광채,550,60.3,2021/11/11,"1",1000.000000,0
"379",당사,전라남도 신안군 암태면  당사도길 30,,,"47",김무남,209,68.76,2021/11/11,"1",1000.000000,0
"380",추포,전라남도 신안군 암태면  포도길 15,,,"19",문길원,493,88.9,2021/11/11,"1",1000.000000,0
"381",오상1,전라남도 신안군 암태면  중부로 2247,,,"19",양금록,239,88.9,2021/11/11,"1",1000.000000,0
"382",오도,전라남도 신안군 암태면  진작지길 9,,,"26",김준호,215,85.3,2021/11/11,"1",1000.000000,0
"383",장고,전라남도 신안군 암태면  장단고길 46-7,,,"47",김재만,301,87.9,2021/11/11,"1",1000.000000,0
"384",신정,전라남도 신안군 암태면  중부로 2389-69,,,"25",나화익,212,84.08,2021/11/11,"1",1000.000000,0
"385",당산,전라남도 신안군 암태면  중부로 2057-20,,,"25",김응수,225,81.75,2021/11/11,"1",1000.000000,0
"386",활목,전라남도 신안군 암태면  활목길 30,,,"18",천덕진,231,87.15,2021/11/11,"1",1000.000000,0
"387",탄금,전라남도 신안군 암태면  탄금길 147-2,,,"15",박학복,307,87.15,2021/11/11,"1",1000.000000,0
"388",와촌(지외몰),전라남도 신안군 암태면  와촌길 4,,,"24",김영정,993,91.05,2021/11/11,"1",1000.000000,0
"389",추엽,전라남도 신안군 암태면  추엽길 127,,,"17",문영석,370,86.4,2021/11/11,"1",1000.000000,0
"390",해당,전라남도 신안군 암태면  송곡리 285-1,,,"15",윤준식,298,66.24,2021/11/11,"1",1000.000000,0
"391",마명,전라남도 신안군 암태면  중부로 1656-10,,,"12",조총화,856,90.95,2021/11/11,"1",1000.000000,0
"392",천포,전라남도 신안군 암태면  천포길 30,,,"9",박행주,269,72.93,2021/11/11,"1",1000.000000,0
"393",구석,전라남도 신안군 암태면  박달로 362-31,,,"17",최일석,1518,93.87,2021/11/11,"1",1000.000000,0
