,정류장아이디,정류장 명칭,정류장 유형,중앙차로 여부,노드영문명,위도,경도,수집일시,단축아이디,도시코드,도시명
108461,MPB100103023,2호광장,0.0,N,,34.8018203,126.3922812,2021/09/16 05:01:02,23004.0,36010,목포시
108462,MPB100103024,연동파출소,0.0,N,,34.8038249,126.3954694,2021/09/16 05:01:02,27008.0,36010,목포시
108463,MPB100103027,문화방송,0.0,N,,34.805918,126.403173,2021/09/16 05:01:02,27007.0,36010,목포시
108464,MPB100103037,영신그린빌,0.0,N,,34.831518,126.418093,2021/09/16 05:01:02,20014.0,36010,목포시
108465,MPB100103040,중앙고등학교,0.0,N,,34.835745,126.425458,2021/09/16 05:01:02,20016.0,36010,목포시
108466,MPB100103041,근화희망타운,0.0,N,,34.837215,126.428052,2021/09/16 05:01:02,20018.0,36010,목포시
108467,MPB100103042,중앙고등학교,0.0,N,,34.83577,126.4256883,2021/09/16 05:01:02,20017.0,36010,목포시
108468,MPB100103045,영신그린빌,0.0,N,,34.831387,126.417767,2021/09/16 05:01:02,20015.0,36010,목포시
108469,MPB100103072,목포수협,0.0,N,,34.7811235,126.3773601,2021/09/16 05:01:02,30036.0,36010,목포시
108470,MPB100200020,구.상하수도사업단,0.0,N,,34.8108414,126.3892523,2021/09/16 05:01:02,26012.0,36010,목포시
108471,MPB100200022,종원나이스빌,0.0,N,,34.807778,126.385665,2021/09/16 05:01:02,18003.0,36010,목포시
108472,MPB100200030,목포YMCA,0.0,N,,34.788383,126.384758,2021/09/16 05:01:02,14019.0,36010,목포시
108473,MPB100200033,초원주차장,0.0,N,,34.782585,126.382715,2021/09/16 05:01:02,13007.0,36010,목포시
108474,MPB100200042,공생원,0.0,N,,34.785853,126.370305,2021/09/16 05:01:02,30015.0,36010,목포시
108475,MPB100200044,유달유원지,0.0,N,,34.78823,126.367445,2021/09/16 05:01:02,30014.0,36010,목포시
108476,MPB100200045,해양대학교,0.0,N,,34.790202,126.366425,2021/09/16 05:01:02,30017.0,36010,목포시
108477,MPB100200047,구.서산초충무분교,0.0,N,,34.7621194,126.3679596,2021/09/16 05:01:02,30016.0,36010,목포시
108478,MPB100200054,온금동,0.0,N,,34.7805914,126.3709095,2021/09/16 05:01:02,30002.0,36010,목포시
108479,MPB100200062,인수당한약방,0.0,N,,34.787248,126.3863,2021/09/16 05:01:02,13008.0,36010,목포시
108480,MPB100200066,목포여고,0.0,N,,34.7971138,126.3844366,2021/09/16 05:01:02,11008.0,36010,목포시
108481,MPB100200067,대성동주민센터,0.0,N,,34.800905,126.383648,2021/09/16 05:01:02,11004.0,36010,목포시
108482,MPB100200068,대성LH아파트,0.0,N,,34.8026901,126.3823817,2021/09/16 05:01:02,18008.0,36010,목포시
108483,MPB100200069,대성동LH아파트,0.0,N,,34.802522,126.3817499,2021/09/16 05:01:02,18013.0,36010,목포시
108484,MPB100200070,종원나이스빌,0.0,N,,34.807842,126.385858,2021/09/16 05:01:02,18009.0,36010,목포시
108485,MPB100200071,산정동주민센터,0.0,N,,34.809005,126.386177,2021/09/16 05:01:02,18010.0,36010,목포시
108486,MPB100200072,구.상하수도사업단,0.0,N,,34.8106028,126.3892938,2021/09/16 05:01:02,26011.0,36010,목포시
108487,MPB100200075,용해2단지아파트,0.0,N,,34.812428,126.39849,2021/09/16 05:01:02,28003.0,36010,목포시
108488,MPB100200081,청해사,0.0,N,,34.8060656,126.4075459,2021/09/16 05:01:02,31001.0,36010,목포시
108489,MPB100200084,버스터미널(상동입구),0.0,N,,34.811788,126.4167416,2021/09/16 05:01:02,21022.0,36010,목포시
108490,MPB100301002,한울웨딩홀,0.0,N,,34.7894308,126.4022402,2021/09/16 05:01:02,19009.0,36010,목포시
108491,MPB100301004,삼학타운,0.0,N,,34.7941112,126.4022929,2021/09/16 05:01:02,19008.0,36010,목포시
108492,MPB100301005,목포공업고등학교,0.0,N,,34.7969927,126.4023531,2021/09/16 05:01:02,27009.0,36010,목포시
108493,MPB100301017,성신고등학교,0.0,N,,34.8173,126.411668,2021/09/16 05:01:02,21011.0,36010,목포시
108494,MPB100301025,포미타운입구,0.0,N,,34.817188,126.398538,2021/09/16 05:01:02,28021.0,36010,목포시
108495,MPB100301026,용해동주민센터,0.0,N,,34.816725,126.399528,2021/09/16 05:01:02,28022.0,36010,목포시
108496,MPB100301032,연산동근화아파트,0.0,N,,34.8116882,126.3863032,2021/09/16 05:01:02,24001.0,36010,목포시
108497,MPB100301033,연산주공APT,0.0,N,,34.8129782,126.3839134,2021/09/16 05:01:02,29016.0,36010,목포시
108498,MPB100301046,목포중앙식료시장,0.0,N,,34.794717,126.379897,2021/09/16 05:01:02,14026.0,36010,목포시
108499,MPB100301047,목포세무서,0.0,N,,34.7938018,126.3840451,2021/09/16 05:01:02,14025.0,36010,목포시
108500,MPB100302008,목포세무서,0.0,N,,34.7937414,126.3848274,2021/09/16 05:01:02,14015.0,36010,목포시
108501,MPB100302009,목포중앙식료시장,0.0,N,,34.7946888,126.3802806,2021/09/16 05:01:02,14016.0,36010,목포시
108502,MPB100302016,북항회어시장,0.0,N,,34.8040247,126.3671836,2021/09/16 05:01:02,17004.0,36010,목포시
108503,MPB100302033,용해초등학교,0.0,N,,34.819525,126.396067,2021/09/16 05:01:02,28014.0,36010,목포시
108504,MPB100600006,항도여중,0.0,N,,34.8156383,126.4124884,2021/09/16 05:01:02,21030.0,36010,목포시
108505,MPB100600008,버스터미널,0.0,N,,34.811092,126.417615,2021/09/16 05:01:02,21031.0,36010,목포시
108506,MPB100600011,용해교,0.0,N,,34.80538,126.408875,2021/09/16 05:01:02,31006.0,36010,목포시
108507,MPB100600012,신안인스빌,0.0,N,,34.802988,126.408802,2021/09/16 05:01:02,31003.0,36010,목포시
108508,MPB100600014,용해동동아아파트,0.0,N,,34.797773,126.408728,2021/09/16 05:01:02,31005.0,36010,목포시
108509,MPB100600015,제일중학교,0.0,N,,34.796363,126.408597,2021/09/16 05:01:02,31004.0,36010,목포시
108510,MPB100600020,현악서예학원,0.0,N,,34.7879333,126.3989723,2021/09/16 05:01:02,12020.0,36010,목포시
108511,MPB100600022,삼학한옥입구,0.0,N,,34.7926829,126.3990043,2021/09/16 05:01:02,12021.0,36010,목포시
108512,MPB100600026,문태중고등학교,0.0,N,,34.799558,126.40174,2021/09/16 05:01:02,27003.0,36010,목포시
108513,MPB100600027,시립도서관,0.0,N,,34.80137,126.400798,2021/09/16 05:01:02,27002.0,36010,목포시
108514,MPB100600028,유달제일교회,0.0,N,,34.803473,126.399657,2021/09/16 05:01:02,27001.0,36010,목포시
108515,MPB100600036,기쁜소식목포교회,0.0,N,,34.804563,126.386448,2021/09/16 05:01:02,18002.0,36010,목포시
108516,MPB100600037,산정초등학교후문,0.0,N,,34.8013247,126.3881655,2021/09/16 05:01:02,26017.0,36010,목포시
108517,MPB100600044,북교초등학교,0.0,N,,34.796185,126.378783,2021/09/16 05:01:02,11011.0,36010,목포시
108518,MPB100600054,중앙시장,0.0,N,,34.809588,126.376133,2021/09/16 05:01:02,29011.0,36010,목포시
108519,MPB100600055,라인아파트,0.0,N,,34.808475,126.375825,2021/09/16 05:01:02,29001.0,36010,목포시
108520,MPB100600056,국제볼링장,0.0,N,,34.806107,126.373488,2021/09/16 05:01:02,17007.0,36010,목포시
108521,MPB100600057,보건소사거리,0.0,N,,34.805053,126.374673,2021/09/16 05:01:02,17008.0,36010,목포시
108522,MPB100600064,목포남교트윈스타,0.0,N,,34.792735,126.382145,2021/09/16 05:01:02,14012.0,36010,목포시
108523,MPB100600068,호남119안전센터,0.0,N,,34.7966476,126.3881802,2021/09/16 05:01:02,14011.0,36010,목포시
108524,MPB100600069,산정초등학교후문,0.0,N,,34.801395,126.38837,2021/09/16 05:01:02,26016.0,36010,목포시
108525,MPB100600070,기쁜소식목포교회,0.0,N,,34.803718,126.387152,2021/09/16 05:01:02,26001.0,36010,목포시
108526,MPB100600079,시립도서관,0.0,N,,34.801002,126.400755,2021/09/16 05:01:02,27013.0,36010,목포시
108527,MPB100600081,목포공업고등학교,0.0,N,,34.7973232,126.4020044,2021/09/16 05:01:02,27012.0,36010,목포시
108528,MPB100600082,삼학타운,0.0,N,,34.794622,126.40203,2021/09/16 05:01:02,19002.0,36010,목포시
108529,MPB100600084,삼학한옥입구,0.0,N,,34.792525,126.39888,2021/09/16 05:01:02,12015.0,36010,목포시
108530,MPB100600085,은혜슈퍼,0.0,N,,34.789913,126.39888,2021/09/16 05:01:02,12014.0,36010,목포시
108531,MPB100600086,현악서예학원,0.0,N,,34.788002,126.398817,2021/09/16 05:01:02,12013.0,36010,목포시
108532,MPB100600089,동백아파트,0.0,N,,34.789265,126.405108,2021/09/16 05:01:02,19001.0,36010,목포시
108533,MPB100600091,제일중학교정문,0.0,N,,34.795988,126.408787,2021/09/16 05:01:02,31016.0,36010,목포시
108534,MPB100600092,용해동아아파트,0.0,N,,34.79786,126.409,2021/09/16 05:01:02,31019.0,36010,목포시
108535,MPB100600094,한국전력,0.0,N,,34.8031236,126.4091863,2021/09/16 05:01:02,31018.0,36010,목포시
108536,MPB100600095,용해교,0.0,N,,34.805225,126.4092318,2021/09/16 05:01:02,31017.0,36010,목포시
108537,MPB100600099,상동초등학교,0.0,N,,34.813378,126.413788,2021/09/16 05:01:02,21002.0,36010,목포시
110071,MPB339000325,두곡,2.0,N,,34.9785312,126.3586845,2021/09/16 05:01:02,37151.0,36010,목포시
110072,MPB339000326,꽃회사,1.0,N,,34.9841862,126.3620046,2021/09/16 05:01:02,37100.0,36010,목포시
110073,MPB339000327,송현.용동,1.0,N,,34.9905382,126.3624535,2021/09/16 05:01:02,37101.0,36010,목포시
110074,MPB339000328,용동,1.0,N,,34.9980655,126.3641848,2021/09/16 05:01:02,35044.0,36010,목포시
110075,MPB339000329,송현.용동,1.0,N,,34.9905414,126.3623056,2021/09/16 05:01:02,37102.0,36010,목포시
110076,MPB339000330,꽃회사,1.0,N,,34.9841849,126.3618731,2021/09/16 05:01:02,37103.0,36010,목포시
110077,MPB339000331,성동,1.0,N,,34.9983173,126.3583463,2021/09/16 05:01:02,35045.0,36010,목포시
110078,MPB339000332,원송현,1.0,N,,34.9973342,126.3449753,2021/09/16 05:01:02,35046.0,36010,목포시
110079,MPB339000333,용동,1.0,N,,35.0002615,126.3661652,2021/09/16 05:01:02,35047.0,36010,목포시
110080,MPB339000334,두모,1.0,N,,35.0063561,126.3704318,2021/09/16 05:01:02,35048.0,36010,목포시
110081,MPB339000335,장재,1.0,N,,35.008419,126.3794611,2021/09/16 05:01:02,35049.0,36010,목포시
110082,MPB339000336,현경고,1.0,N,,35.0181517,126.4055402,2021/09/16 05:01:02,34139.0,36010,목포시
110083,MPB339000337,현경고,1.0,N,,35.0182365,126.4054349,2021/09/16 05:01:02,34140.0,36010,목포시
110084,MPB339000338,상주교,1.0,N,,35.0169012,126.4033484,2021/09/16 05:01:02,35050.0,36010,목포시
110085,MPB339000339,하주교,1.0,N,,35.0141858,126.3962388,2021/09/16 05:01:02,35051.0,36010,목포시
110086,MPB339000340,망운,1.0,N,,35.012445,126.392229,2021/09/16 05:01:02,35052.0,36010,목포시
110087,MPB339000341,톱머리,1.0,N,,34.9733534,126.3825023,2021/09/16 05:01:02,35053.0,36010,목포시
110088,MPB339000342,톱머리,1.0,N,,34.9734002,126.3826879,2021/09/16 05:01:02,35054.0,36010,목포시
110089,MPB339000343,톱머리유원지,1.0,N,,34.9675246,126.3904297,2021/09/16 05:01:02,33261.0,36010,목포시
110090,MPB339000344,톱머리유원지,1.0,N,,34.9675803,126.3906042,2021/09/16 05:01:02,33262.0,36010,목포시
110091,MPB339000345,장재,1.0,N,,35.0085128,126.3793612,2021/09/16 05:01:02,35115.0,36010,목포시
110092,MPB339000346,두모,1.0,N,,35.0064184,126.3703378,2021/09/16 05:01:02,35116.0,36010,목포시
110093,MPB339000347,용동,1.0,N,,35.0003192,126.3660603,2021/09/16 05:01:02,35117.0,36010,목포시
110094,MPB339000348,용동,1.0,N,,34.9980719,126.3643929,2021/09/16 05:01:02,35119.0,36010,목포시
110095,MPB339000349,성동,1.0,N,,34.9982091,126.3583478,2021/09/16 05:01:02,35118.0,36010,목포시
110096,MPB339000350,화촌,1.0,N,,35.0140916,126.4127785,2021/09/16 05:01:02,34284.0,36010,목포시
110097,MPB339000351,외반2리,1.0,N,,35.010784,126.4126502,2021/09/16 05:01:02,34141.0,36010,목포시
110098,MPB339000352,외반2리,1.0,N,,35.0107716,126.4127764,2021/09/16 05:01:02,34142.0,36010,목포시
110099,MPB339000353,화촌,1.0,N,,35.0140373,126.4129579,2021/09/16 05:01:02,34143.0,36010,목포시
110100,MPB339000354,외북마을,1.0,N,,35.0052987,126.412816,2021/09/16 05:01:02,34144.0,36010,목포시
110101,MPB339000355,외북마을,1.0,N,,35.005295,126.4129092,2021/09/16 05:01:02,34145.0,36010,목포시
110102,MPB339000356,동산,1.0,N,,35.0022967,126.4143953,2021/09/16 05:01:02,34146.0,36010,목포시
110103,MPB339000357,동산,1.0,N,,35.0023023,126.4145213,2021/09/16 05:01:02,34147.0,36010,목포시
110104,MPB339000358,원동산,1.0,N,,35.00085,126.4169841,2021/09/16 05:01:02,34148.0,36010,목포시
110105,MPB339000359,원동산,1.0,N,,35.0008691,126.4170989,2021/09/16 05:01:02,34149.0,36010,목포시
110106,MPB339000360,동산1리,1.0,N,,35.0092254,126.4224081,2021/09/16 05:01:02,34150.0,36010,목포시
110107,MPB339000361,동산1리,1.0,N,,35.0093061,126.4223578,2021/09/16 05:01:02,34151.0,36010,목포시
110108,MPB339000362,모촌,1.0,N,,35.0025916,126.4303468,2021/09/16 05:01:02,34152.0,36010,목포시
110109,MPB339000363,모촌,1.0,N,,35.0023572,126.4303554,2021/09/16 05:01:02,34153.0,36010,목포시
110110,MPB339000364,양학,1.0,N,,34.9929182,126.4372168,2021/09/16 05:01:02,34154.0,36010,목포시
110111,MPB339000365,병곡마을,1.0,N,,34.9895201,126.4394301,2021/09/16 05:01:02,11191.0,36010,목포시
110112,MPB339000366,병곡마을,1.0,N,,34.9895843,126.4395498,2021/09/16 05:01:02,11192.0,36010,목포시
110113,MPB339000367,양학,1.0,N,,34.993022,126.4372264,2021/09/16 05:01:02,34155.0,36010,목포시
110114,MPB339000368,수양동,1.0,N,,34.9969194,126.4302892,2021/09/16 05:01:02,34156.0,36010,목포시
110115,MPB339000369,수양동,1.0,N,,34.9970145,126.4303317,2021/09/16 05:01:02,34157.0,36010,목포시
110116,MPB339000370,모촌,1.0,N,,35.0056756,126.4355012,2021/09/16 05:01:02,34158.0,36010,목포시
110117,MPB339000371,당두,1.0,N,,34.9918913,126.4204714,2021/09/16 05:01:02,34159.0,36010,목포시
110118,MPB339000372,당두,1.0,N,,34.9918092,126.4203739,2021/09/16 05:01:02,34160.0,36010,목포시
110119,MPB339000373,병곡,1.0,N,,34.9867292,126.4342619,2021/09/16 05:01:02,11193.0,36010,목포시
110120,MPB339000374,학동삼거리,1.0,N,,34.9865325,126.4411505,2021/09/16 05:01:02,11194.0,36010,목포시
110121,MPB339000375,병곡,1.0,N,,34.9868416,126.4342221,2021/09/16 05:01:02,11195.0,36010,목포시
110122,MPB339000376,학동,1.0,N,,34.9864169,126.4413382,2021/09/16 05:01:02,11196.0,36010,목포시
110123,MPB339000377,화순,1.0,N,,34.9840613,126.4415986,2021/09/16 05:01:02,11197.0,36010,목포시
110124,MPB339000378,청교,1.0,N,,34.9807484,126.441696,2021/09/16 05:01:02,11198.0,36010,목포시
110125,MPB339000379,청교,1.0,N,,34.980781,126.4418161,2021/09/16 05:01:02,11199.0,36010,목포시
110126,MPB339000380,화순,1.0,N,,34.9839944,126.4416816,2021/09/16 05:01:02,11200.0,36010,목포시
110127,MPB339000381,평용리,1.0,N,,34.9768759,126.4453555,2021/09/16 05:01:02,11201.0,36010,목포시
110128,MPB339000382,평용리,1.0,N,,34.9769743,126.4452666,2021/09/16 05:01:02,11202.0,36010,목포시
110129,MPB339000383,현경면사무소,1.0,N,,35.0211406,126.4112307,2021/09/16 05:01:02,34161.0,36010,목포시
110130,MPB339000384,현경,1.0,N,,35.0213196,126.4110749,2021/09/16 05:01:02,34162.0,36010,목포시
110131,MPB339000385,조암동,1.0,N,,35.0169373,126.4231893,2021/09/16 05:01:02,34163.0,36010,목포시
110132,MPB339000386,무안농협조합,1.0,N,,35.0145004,126.4285368,2021/09/16 05:01:02,34164.0,36010,목포시
110133,MPB339000387,무안농협조합,1.0,N,,35.0146505,126.4286773,2021/09/16 05:01:02,34165.0,36010,목포시
110134,MPB339000388,조암동,1.0,N,,35.0170784,126.4233409,2021/09/16 05:01:02,34166.0,36010,목포시
110135,MPB339000389,양학.평림,1.0,N,,35.0118298,126.4391258,2021/09/16 05:01:02,34167.0,36010,목포시
110136,MPB339000390,양학.평림,1.0,N,,35.0118828,126.4395142,2021/09/16 05:01:02,34168.0,36010,목포시
110137,MPB339000391,화산,1.0,N,,34.9456022,126.4950131,2021/09/16 05:01:02,32090.0,36010,목포시
110138,MPB339000392,화산,1.0,N,,34.945543,126.4949372,2021/09/16 05:01:02,32091.0,36010,목포시
110139,MPB339000393,양마,1.0,N,,34.9487662,126.4889184,2021/09/16 05:01:02,32092.0,36010,목포시
110140,MPB339000394,한재,1.0,N,,34.9495939,126.4865208,2021/09/16 05:01:02,32093.0,36010,목포시
110141,MPB339000395,한재,1.0,N,,34.9494766,126.4865168,2021/09/16 05:01:02,32094.0,36010,목포시
110142,MPB339000396,양마,1.0,N,,34.9486977,126.4888043,2021/09/16 05:01:02,32095.0,36010,목포시
110143,MPB339000397,봉암,1.0,N,,34.9477196,126.4791355,2021/09/16 05:01:02,32096.0,36010,목포시
110144,MPB339000398,봉암,1.0,N,,34.9476809,126.4793659,2021/09/16 05:01:02,32097.0,36010,목포시
110145,MPB339000399,총지,1.0,N,,34.9432705,126.473343,2021/09/16 05:01:02,32098.0,36010,목포시
110146,MPB339000400,총지,1.0,N,,34.9429411,126.471721,2021/09/16 05:01:02,32197.0,36010,목포시
110147,MPB339000401,총지,1.0,N,,34.9431582,126.4733937,2021/09/16 05:01:02,32099.0,36010,목포시
110148,MPB339000402,월산,1.0,N,,34.8867761,126.4940775,2021/09/16 05:01:02,32100.0,36010,목포시
110149,MPB339000403,도리포,1.0,N,,35.155792,126.343572,2021/09/16 05:01:02,36104.0,36010,목포시
110150,MPB339000404,송계,1.0,N,,35.1476896,126.3373415,2021/09/16 05:01:02,36105.0,36010,목포시
110151,MPB339000405,동초.동교,1.0,N,,35.1126155,126.3164427,2021/09/16 05:01:02,36106.0,36010,목포시
110152,MPB339000406,비성골,1.0,N,,35.1162905,126.3188257,2021/09/16 05:01:02,36107.0,36010,목포시
110153,MPB339000407,신만,1.0,N,,35.1197612,126.3233901,2021/09/16 05:01:02,36108.0,36010,목포시
110154,MPB339000408,심양,1.0,N,,35.1225121,126.3267251,2021/09/16 05:01:02,36109.0,36010,목포시
110155,MPB339000409,진목,1.0,N,,35.1263809,126.3281951,2021/09/16 05:01:02,36110.0,36010,목포시
110156,MPB339000410,신풍,1.0,N,,35.134251,126.3336581,2021/09/16 05:01:02,36111.0,36010,목포시
110157,MPB339000411,입석,1.0,N,,35.1393614,126.334853,2021/09/16 05:01:02,36112.0,36010,목포시
110158,MPB339000412,월선마을,1.0,N,,34.8957031,126.4529771,2021/09/16 05:01:02,33096.0,36010,목포시
110159,MPB339000413,도대리,1.0,N,,34.9500778,126.4051459,2021/09/16 05:01:02,33097.0,36010,목포시
110355,MPB200000005,유교리,0.0,N,,34.84642,126.438653,2021/09/16 05:01:02,43049.0,36010,목포시
110356,MPB200000006,진성원,0.0,N,,34.8503463,126.4410212,2021/09/16 05:01:02,43052.0,36010,목포시
110357,MPB200000007,진성원,0.0,N,,34.850515,126.441072,2021/09/16 05:01:02,43051.0,36010,목포시
110358,MPB200000008,유교리,0.0,N,,34.846443,126.438683,2021/09/16 05:01:02,43050.0,36010,목포시
110359,MPB200000010,미포조선후문,0.0,N,,34.769992,126.448475,2021/09/16 05:01:02,62078.0,36010,목포시
110360,MPB200000014,푸른주유소,0.0,N,,34.82799,126.415517,2021/09/16 05:01:02,21024.0,36010,목포시
110361,MPB200000015,도룡마을,0.0,N,,34.8269381,126.4129467,2021/09/16 05:01:02,21023.0,36010,목포시
110362,MPB200000017,원당중공업,0.0,N,,34.761587,126.452243,2021/09/16 05:01:02,62080.0,36010,목포시
110363,MPB200000018,망산주유소,0.0,N,,34.73364,126.526735,2021/09/16 05:01:02,62079.0,36010,목포시
110364,MPB200000019,신기마을,0.0,N,,34.724958,126.559577,2021/09/16 05:01:02,62081.0,36010,목포시
110365,MPB200000020,신기마을,0.0,N,,34.725104,126.559656,2021/09/16 05:01:02,62076.0,36010,목포시
110366,MPB200000021,동암마을,0.0,N,,34.74223,126.487657,2021/09/16 05:01:02,62075.0,36010,목포시
110367,MPB200000022,휴스틸,0.0,N,,34.7731911,126.4458328,2021/09/16 05:01:02,62074.0,36010,목포시
110368,MPB200000023,보리밭사잇길,0.0,N,,34.76415,126.470408,2021/09/16 05:01:02,62073.0,36010,목포시
110369,MPB200000027,길촌파크빌,0.0,N,,34.750343,126.475017,2021/09/16 05:01:02,62077.0,36010,목포시
110370,MPB200000028,대촌,0.0,N,,34.849052,126.240708,2021/09/16 05:01:02,51046.0,36010,목포시
110371,MPB200000029,대촌,0.0,N,,34.849363,126.239627,2021/09/16 05:01:02,51001.0,36010,목포시
110372,MPB200000030,상장천,0.0,N,,34.846703,126.347047,2021/09/16 05:01:02,51004.0,36010,목포시
110373,MPB200000031,황도,0.0,N,,34.739237,126.388237,2021/09/16 05:01:02,62096.0,36010,목포시
110374,MPB200000032,황도(종어촌),0.0,N,,34.73885,126.388587,2021/09/16 05:01:02,62097.0,36010,목포시
110375,MPB200000035,하당우체국,0.0,N,,34.806642,126.424128,2021/09/16 05:01:02,33002.0,36010,목포시
110376,MPB200000036,옥암동우체국,0.0,N,,34.8011344,126.434634,2021/09/16 05:01:02,16003.0,36010,목포시
110377,MPB200000037,농업박물관,0.0,N,,34.774557,126.45756,2021/09/16 05:01:02,62094.0,36010,목포시
110378,MPB200000038,미포조선,0.0,N,,34.771305,126.451687,2021/09/16 05:01:02,62095.0,36010,목포시
110379,MPB200000039,한국산업단지공단,0.0,N,,34.767708,126.442617,2021/09/16 05:01:02,62093.0,36010,목포시
110380,MPB200000040,보워터코리아,0.0,N,,34.761505,126.42694,2021/09/16 05:01:02,62085.0,36010,목포시
110381,MPB200000041,푸른중공업,0.0,N,,34.764815,126.424817,2021/09/16 05:01:02,62084.0,36010,목포시
110382,MPB200000042,KC,0.0,N,,34.768957,126.422435,2021/09/16 05:01:02,62091.0,36010,목포시
110383,MPB200000043,KC,0.0,N,,34.768648,126.422432,2021/09/16 05:01:02,62092.0,36010,목포시
110384,MPB200000044,푸른중공업,0.0,N,,34.76464,126.424733,2021/09/16 05:01:02,62089.0,36010,목포시
110385,MPB200000045,보워터코리아,0.0,N,,34.76135,126.427283,2021/09/16 05:01:02,62090.0,36010,목포시
110386,MPB200000046,한국산업단지공단,0.0,N,,34.767582,126.442857,2021/09/16 05:01:02,62087.0,36010,목포시
110387,MPB200000047,미포조선후문,0.0,N,,34.76978,126.448452,2021/09/16 05:01:02,62088.0,36010,목포시
110388,MPB200000048,미포조선,0.0,N,,34.77124,126.452142,2021/09/16 05:01:02,62086.0,36010,목포시
110389,MPB200000049,옥암동우체국,0.0,N,,34.801353,126.434222,2021/09/16 05:01:02,16004.0,36010,목포시
110390,MPB200000050,남악리젠시빌,0.0,N,,34.81065,126.466689,2021/09/16 05:01:02,43053.0,36010,목포시
110391,MPB200000051,남악출장소,0.0,N,,34.81512,126.454884,2021/09/16 05:01:02,15028.0,36010,목포시
110392,MPB200000052,중앙고입구,0.0,N,,34.836787,126.423247,2021/09/16 05:01:02,20013.0,36010,목포시
110393,MPB200000053,중앙고입구,0.0,N,,34.836825,126.423312,2021/09/16 05:01:02,20009.0,36010,목포시
110394,MPB200000054,망산주유소,0.0,N,,34.733814,126.526697,2021/09/16 05:01:02,62083.0,36010,목포시
110395,MPB200000055,상장천,0.0,N,,34.84633,126.347735,2021/09/16 05:01:02,51003.0,36010,목포시
110396,MPB200000056,남악부영ⓐ,0.0,N,,34.811606,126.471014,2021/09/16 05:01:02,43092.0,36010,목포시
110397,MPB200000057,시외버스터미널,0.0,N,,34.811651,126.41785,2021/09/16 05:01:02,21035.0,36010,목포시
110398,MPB200000060,남악부영,1.0,N,,34.8121113,126.4723028,2021/09/16 05:01:02,43092.0,36010,목포시
110399,MPB200000061,남악부영,1.0,N,,34.8118948,126.4718638,2021/09/16 05:01:02,43093.0,36010,목포시
110400,MPB200000062,남악제일풍경채ⓐ,1.0,N,,34.8104574,126.4799993,2021/09/16 05:01:02,43094.0,36010,목포시
110401,MPB200000063,남악골드디움ⓐ,1.0,N,,34.8104106,126.4798031,2021/09/16 05:01:02,43095.0,36010,목포시
110402,MPB200000064,남악제일풍경채ⓐ후문,0.0,N,,34.8122027,126.480378,2021/09/16 05:01:02,43121.0,36010,목포시
110403,MPB200000065,남악제일풍경채ⓐ후문,0.0,N,,34.8120505,126.480511,2021/09/16 05:01:02,43122.0,36010,목포시
110404,MPB324000001,고하도입구,0.0,N,,34.7596532,126.3640926,2021/09/16 05:01:02,30040.0,36010,목포시
110405,MPB324000002,삼학도차고지,0.0,N,,34.7871929,126.4025595,2021/09/16 05:01:02,19018.0,36010,목포시
110406,MPB324000003,유달초등학교입구,1.0,N,,34.7863238,126.3813817,2021/09/16 05:01:02,30041.0,36010,목포시
110407,MPB324000004,무안교통,0.0,N,,34.9985446,126.4871931,2021/09/16 05:01:02,42027.0,36010,목포시
110408,MPB324000005,석현동차고지,0.0,N,,34.8215919,126.4225779,2021/09/16 05:01:02,21036.0,36010,목포시
110409,MPB324000006,에프원경주장입구,0.0,N,,34.7486093,126.4136409,2021/09/16 05:01:02,62137.0,36010,목포시
110410,MPB324000007,은혜슈퍼,1.0,N,,34.7899181,126.3989951,2021/09/16 05:01:02,19019.0,36010,목포시
110411,MPB324000008,남악모아엘가ⓐ,0.0,N,,34.8075226,126.4661424,2021/09/16 05:01:02,43096.0,36010,목포시
110412,MPB324000009,남악고,1.0,N,,34.8096641,126.4687942,2021/09/16 05:01:02,43097.0,36010,목포시
110413,MPB324000010,법원검찰청,1.0,N,,34.8132117,126.4455725,2021/09/16 05:01:02,15039.0,36010,목포시
110414,MPB324000011,오룡마을,0.0,Y,,34.8141849,126.4565843,2021/09/16 05:01:02,15040.0,36010,목포시
110415,MPB324000012,포미4단지아파트,0.0,N,,34.8182619,126.393055,2021/09/16 05:01:02,24023.0,36010,목포시
110416,MPB324000013,포미4단지아파트,0.0,N,,34.8181698,126.3928375,2021/09/16 05:01:02,24024.0,36010,목포시
110417,MPB324000014,남악성당,1.0,N,,34.8109583,126.4756517,2021/09/16 05:01:02,43098.0,36010,목포시
110418,MPB324000015,남악성당,1.0,N,,34.8107677,126.4755119,2021/09/16 05:01:02,43099.0,36010,목포시
110419,MPB324000016,경남아너스빌,1.0,N,,34.8101039,126.4753834,2021/09/16 05:01:02,43100.0,36010,목포시
110420,MPB324000017,남악모아엘가ⓐ,0.0,N,,34.8073938,126.4657417,2021/09/16 05:01:02,43101.0,36010,목포시
110421,MPB324000018,남악중앙시장,0.0,N,,34.8056024,126.4650316,2021/09/16 05:01:02,43102.0,36010,목포시
110422,MPB324000019,남악중앙시장,0.0,N,,34.8051746,126.4644652,2021/09/16 05:01:02,43103.0,36010,목포시
110423,MPB324000020,전남도립도서관,0.0,N,,34.8055739,126.4616867,2021/09/16 05:01:02,43104.0,36010,목포시
