,정류장아이디,정류장 명칭,정류장 유형,중앙차로 여부,노드영문명,위도,경도,수집일시,단축아이디,도시코드,도시명
82993,KYB326011479,구상,8.0,N,,34.90265027,127.5532701,2021/09/16 05:01:50,,36060,광양시
82994,KYB326011480,구상마을,8.0,N,,34.90270755,127.55503154,2021/09/16 05:01:50,,36060,광양시
82995,KYB326011482,충무초등학교,1.0,N,,34.91343306,127.57362627,2021/09/16 05:01:50,,36060,광양시
82996,KYB326011483,신성포,8.0,N,,34.91442257,127.5768213,2021/09/16 05:01:50,,36060,광양시
82997,KYB326011540,현대제철,1.0,N,,34.91136832,127.58243518,2021/09/16 05:01:50,,36060,광양시
82998,KYB326011541,나라판넬,8.0,N,,34.90378939,127.58032349,2021/09/16 05:01:50,,36060,광양시
82999,KYB326011542,율촌산단사거리,1.0,N,,34.90156352,127.5734405,2021/09/16 05:01:50,,36060,광양시
83000,KYB326011543,현대제철,1.0,N,,34.91122541,127.58283378,2021/09/16 05:01:50,,36060,광양시
83001,KYB326011545,신성마을,1.0,N,,34.91375502,127.57528667,2021/09/16 05:01:50,,36060,광양시
83002,KYB326011546,몰랑,1.0,N,,34.91519686,127.57121048,2021/09/16 05:01:50,,36060,광양시
83003,KYB326011547,통천입구,1.0,N,,34.91338426,127.56293417,2021/09/16 05:01:50,,36060,광양시
83004,KYB326011548,선월,1.0,N,,34.91344846,127.55833799,2021/09/16 05:01:50,,36060,광양시
83005,KYB326011549,대법,1.0,N,,34.91759536,127.55248286,2021/09/16 05:01:50,,36060,광양시
83006,KYB326011598,신기,1.0,N,,34.90990876,127.52851441,2021/09/16 05:01:50,,36060,광양시
83007,KYB326011599,신기,1.0,N,,34.9106958,127.52993039,2021/09/16 05:01:50,,36060,광양시
83008,KYB326011600,신기,1.0,N,,34.91157496,127.53208201,2021/09/16 05:01:50,,36060,광양시
83009,KYB326011617,소안,1.0,N,,34.93034507,127.52462051,2021/09/16 05:01:50,,36060,광양시
83010,KYB326011618,청암대학,1.0,N,,34.92495538,127.48997086,2021/09/16 05:01:50,,36060,광양시
83011,KYB326011619,연동,1.0,N,,34.91776719,127.48769051,2021/09/16 05:01:50,,36060,광양시
83012,KYB326011732,대룡,1.0,N,,34.91057758,127.48565355,2021/09/16 05:01:50,,36060,광양시
83013,KYB326011733,신대,1.0,N,,34.91490069,127.48708275,2021/09/16 05:01:50,,36060,광양시
83014,KYB326011740,해룡대안,1.0,N,,34.92751198,127.5263856,2021/09/16 05:01:50,,36060,광양시
83015,KYB326011746,선월삼거리,8.0,N,,34.91152029,127.55595773,2021/09/16 05:01:50,,36060,광양시
83016,KYB326011757,왜성,1.0,N,,34.91153613,127.57718789,2021/09/16 05:01:50,,36060,광양시
83017,KYB326011779,나라판넬,8.0,N,,34.90289884,127.58149241,2021/09/16 05:01:50,,36060,광양시
83018,KYB326011780,율촌변전소,1.0,N,,34.90091664,127.57490338,2021/09/16 05:01:50,,36060,광양시
83019,KYB326011781,전남신소재사업화지원센터,1.0,N,,34.89830617,127.57740445,2021/09/16 05:01:50,,36060,광양시
83020,KYB326011826,해룡면사무소,1.0,N,,34.9146177,127.53693342,2021/09/16 05:01:50,,36060,광양시
83021,KYB326011843,도롱,1.0,N,,34.90066026,127.53325778,2021/09/16 05:01:50,,36060,광양시
83022,KYB326011844,신흥,1.0,N,,34.91244347,127.53579653,2021/09/16 05:01:50,,36060,광양시
83023,KYB326012016,용전마을,8.0,N,,34.89379788,127.54221124,2021/09/16 05:01:50,,36060,광양시
83024,KYB326012080,봉서,1.0,N,,34.9323793,127.56697162,2021/09/16 05:01:50,,36060,광양시
83025,KYB326012081,산두,1.0,N,,34.93064118,127.57231994,2021/09/16 05:01:50,,36060,광양시
83026,KYB326012152,삼거마을,8.0,N,,34.9890889,127.43232149,2021/09/16 05:01:50,,36060,광양시
83027,KYB326012155,오림회관,8.0,N,,34.92450188,127.50575769,2021/09/16 05:01:50,,36060,광양시
83028,KYB326012188,향림현대아파트,8.0,N,,34.97411,127.47727,2021/09/16 05:01:50,,36060,광양시
83029,KYB326012205,향림실버빌,8.0,N,,34.99022927,127.45995797,2021/09/16 05:01:50,,36060,광양시
83030,KYB326012207,아교마을,8.0,N,,34.94695988,127.46453207,2021/09/16 05:01:50,,36060,광양시
83031,KYB326012208,선월삼거리,8.0,N,,34.91145171,127.55604411,2021/09/16 05:01:50,,36060,광양시
83032,KYB326012209,향매,8.0,N,,34.92859,127.55921,2021/09/16 05:01:50,,36060,광양시
83033,KYB326012210,산두,8.0,N,,34.93057287,127.57228644,2021/09/16 05:01:50,,36060,광양시
83034,KYB326012211,검단사거리,8.0,N,,34.90320517,127.55069901,2021/09/16 05:01:50,,36060,광양시
83035,KYB326012212,정도ENG,8.0,N,,34.91076871,127.54532085,2021/09/16 05:01:50,,36060,광양시
83036,KYB326012219,순천대실습장,8.0,N,,35.00130171,127.5059589,2021/09/16 05:01:50,,36060,광양시
83037,KYB326012220,판교,8.0,N,,35.02491079,127.5023169,2021/09/16 05:01:50,,36060,광양시
83038,KYB326012221,추동,8.0,N,,35.03382566,127.50235646,2021/09/16 05:01:50,,36060,광양시
83039,KYB326012222,청소리,8.0,N,,35.05057772,127.49672133,2021/09/16 05:01:50,,36060,광양시
83040,KYB326012241,서면사무소,1.0,N,,34.99585471,127.48903452,2021/09/16 05:01:50,,36060,광양시
83041,KYB326012249,순천역,1.0,N,,34.94498189,127.50293804,2021/09/16 05:01:50,,36060,광양시
83042,KYB326012250,시청별관,1.0,N,,34.95008561,127.49138933,2021/09/16 05:01:50,,36060,광양시
83043,KYB326012251,원동교,8.0,N,,34.95122,127.48036,2021/09/16 05:01:50,,36060,광양시
83044,KYB326012252,원동교,8.0,N,,34.95112,127.48036,2021/09/16 05:01:50,,36060,광양시
83045,KYB326012254,아교,1.0,N,,34.95025121,127.46225811,2021/09/16 05:01:50,,36060,광양시
83046,KYB326012255,아교,8.0,N,,34.95023554,127.46210077,2021/09/16 05:01:50,,36060,광양시
83047,KYB326012256,SOS마을,1.0,N,,34.95473078,127.45987957,2021/09/16 05:01:50,,36060,광양시
83048,KYB326012257,SOS마을,8.0,N,,34.95465515,127.45975771,2021/09/16 05:01:50,,36060,광양시
83049,KYB326012258,범죽마을,8.0,N,,34.96080017,127.45423194,2021/09/16 05:01:50,,36060,광양시
83050,KYB326012259,범죽마을,1.0,N,,34.96051488,127.4544217,2021/09/16 05:01:50,,36060,광양시
83051,KYB326012260,범죽,1.0,N,,34.96530066,127.45035405,2021/09/16 05:01:50,,36060,광양시
83052,KYB326012261,범죽,8.0,N,,34.96521408,127.45035105,2021/09/16 05:01:50,,36060,광양시
83053,KYB326012262,노번입구,8.0,N,,34.96922951,127.4431853,2021/09/16 05:01:50,,36060,광양시
83054,KYB326012263,와룡노변,1.0,N,,34.97072758,127.44220876,2021/09/16 05:01:50,,36060,광양시
83055,KYB326012264,와룡노변,8.0,N,,34.97068406,127.44212641,2021/09/16 05:01:50,,36060,광양시
83056,KYB326012265,노변마을,1.0,N,,34.97797062,127.43284697,2021/09/16 05:01:50,,36060,광양시
83057,KYB326012266,노변마을,8.0,N,,34.97791982,127.43282636,2021/09/16 05:01:50,,36060,광양시
83058,KYB326012267,삼거,8.0,N,,34.98048289,127.42872646,2021/09/16 05:01:50,,36060,광양시
83059,KYB326012269,공원묘지입구,8.0,N,,34.98793722,127.42949762,2021/09/16 05:01:50,,36060,광양시
83060,KYB326012270,공원묘지입구,8.0,N,,34.98779172,127.42970362,2021/09/16 05:01:50,,36060,광양시
83061,KYB326012271,범죽입구,8.0,N,,34.95866031,127.45806976,2021/09/16 05:01:50,,36060,광양시
83062,KYB326012272,옥천정수장,8.0,N,,34.95172359,127.47111377,2021/09/16 05:01:50,,36060,광양시
83063,KYB326012273,옥천현대아파트,8.0,N,,34.95149111,127.47694863,2021/09/16 05:01:50,,36060,광양시
83064,KYB326012274,남교정문앞,8.0,N,,34.95104544,127.48291009,2021/09/16 05:01:50,,36060,광양시
83065,KYB326012275,석현동,8.0,N,,34.97636,127.47165,2021/09/16 05:01:50,,36060,광양시
83066,KYB326012276,석현동산수정,8.0,N,,34.97981298,127.46590958,2021/09/16 05:01:50,,36060,광양시
83067,KYB326012277,범골교,8.0,N,,34.98355207,127.46415744,2021/09/16 05:01:50,,36060,광양시
83068,KYB326012278,아남산장,8.0,N,,34.99029193,127.45221507,2021/09/16 05:01:50,,36060,광양시
83069,KYB326012279,불영사,8.0,N,,34.9923,127.44889,2021/09/16 05:01:50,,36060,광양시
83070,KYB326012280,조비골,8.0,N,,34.98956826,127.45727255,2021/09/16 05:01:50,,36060,광양시
83071,KYB326012281,에덴가든,8.0,N,,34.98796739,127.46183711,2021/09/16 05:01:50,,36060,광양시
83072,KYB326012282,향림농원,8.0,N,,34.98588643,127.46330838,2021/09/16 05:01:50,,36060,광양시
83073,KYB326012283,원석현,8.0,N,,34.97160551,127.47935873,2021/09/16 05:01:50,,36060,광양시
83074,KYB326012316,개운,1.0,N,,35.02643995,127.45072341,2021/09/16 05:01:50,,36060,광양시
83075,KYB326012339,대법,8.0,N,,34.91751481,127.55243335,2021/09/16 05:01:50,,36060,광양시
83076,KYB326012340,선월,8.0,N,,34.91335495,127.55819322,2021/09/16 05:01:50,,36060,광양시
83077,KYB326012341,몰랑,8.0,N,,34.91511684,127.57116378,2021/09/16 05:01:50,,36060,광양시
83078,KYB326012342,신성마을,8.0,N,,34.91372208,127.57538548,2021/09/16 05:01:50,,36060,광양시
83079,KYB326012343,왜성,8.0,N,,34.91159926,127.57716164,2021/09/16 05:01:50,,36060,광양시
83080,KYB326012344,충무초등학교,8.0,N,,34.91350546,127.57358875,2021/09/16 05:01:50,,36060,광양시
83081,KYB326012345,선월삼거리,8.0,N,,34.9117457,127.55598187,2021/09/16 05:01:50,,36060,광양시
83082,KYB326012346,웃장,8.0,N,,34.95920431,127.48745943,2021/09/16 05:01:50,,36060,광양시
83083,KYB326012347,매곡A지구,8.0,N,,34.96220577,127.48767182,2021/09/16 05:01:50,,36060,광양시
83084,KYB326012349,통천입구,8.0,N,,34.91327519,127.56300234,2021/09/16 05:01:50,,36060,광양시
83085,KYB326012351,신기,8.0,N,,34.97581998,127.48238536,2021/09/16 05:01:50,,36060,광양시
83086,KYB326012352,매안,8.0,N,,34.92687,127.55583,2021/09/16 05:01:50,,36060,광양시
83087,KYB326012373,운평,8.0,N,,35.00929127,127.48044324,2021/09/16 05:01:50,,36060,광양시
83088,KYB326012374,월곡,8.0,N,,35.01116032,127.47980674,2021/09/16 05:01:50,,36060,광양시
83089,KYB326012375,당천,8.0,N,,35.01405391,127.47863816,2021/09/16 05:01:50,,36060,광양시
83090,KYB326012376,용당,8.0,N,,35.01702273,127.47696394,2021/09/16 05:01:50,,36060,광양시
83091,KYB326012377,장애인복지관,1.0,N,,35.0058343,127.47891952,2021/09/16 05:01:50,,36060,광양시
83092,KYB326012416,금평,8.0,N,,34.99561887,127.50638938,2021/09/16 05:01:50,,36060,광양시
83093,KYB326012417,지본리,8.0,N,,34.99824464,127.50619641,2021/09/16 05:01:50,,36060,광양시
83094,KYB326012418,지본마을,8.0,N,,35.00574639,127.50659488,2021/09/16 05:01:50,,36060,광양시
83095,KYB326012419,서면구룡,8.0,N,,35.00856583,127.50771099,2021/09/16 05:01:50,,36060,광양시
83096,KYB326012420,노은마을,8.0,N,,35.01990363,127.50387097,2021/09/16 05:01:50,,36060,광양시
83097,KYB326012421,판교2구,8.0,N,,35.02249785,127.50326184,2021/09/16 05:01:50,,36060,광양시
83098,KYB326012422,판교리,8.0,N,,35.03083009,127.50409672,2021/09/16 05:01:50,,36060,광양시
83099,KYB326012423,송내,8.0,N,,35.04339364,127.50365494,2021/09/16 05:01:50,,36060,광양시
83100,KYB326012424,원동,8.0,N,,35.04802099,127.50113911,2021/09/16 05:01:50,,36060,광양시
83101,KYB326012425,정혜사,8.0,N,,35.05495547,127.49893778,2021/09/16 05:01:50,,36060,광양시
83102,KYB326012426,청소마을,8.0,N,,35.05941958,127.49757024,2021/09/16 05:01:50,,36060,광양시
83103,KYB326012431,서면지본리,8.0,N,,35.01381951,127.50576851,2021/09/16 05:01:50,,36060,광양시
83104,KYB326012432,(주)파루,1.0,N,,34.98231872,127.50640073,2021/09/16 05:01:50,,36060,광양시
83105,KYB326012433,왕지,8.0,N,,34.97262203,127.52960021,2021/09/16 05:01:50,,36060,광양시
83106,KYB326012434,현남마을,8.0,N,,34.97594907,127.53688052,2021/09/16 05:01:50,,36060,광양시
83107,KYB326012435,(주)파루,8.0,N,,34.9821372,127.50634442,2021/09/16 05:01:50,,36060,광양시
83108,KYB326012436,소라,8.0,N,,34.92547448,127.48794866,2021/09/16 05:01:50,,36060,광양시
83109,KYB326012437,선암,8.0,N,,34.92449217,127.48684805,2021/09/16 05:01:50,,36060,광양시
83110,KYB326012456,조례주공6차,1.0,N,,34.96220798,127.51800385,2021/09/16 05:01:50,,36060,광양시
83111,KYB326012469,두지마을,1.0,N,,34.96569953,127.52788267,2021/09/16 05:01:50,,36060,광양시
83112,KYB326012470,두지마을,1.0,N,,34.96523591,127.52781965,2021/09/16 05:01:50,,36060,광양시
83113,KYB326012471,조례호수도서관,8.0,N,,34.96351735,127.52522834,2021/09/16 05:01:50,,36060,광양시
83114,KYB326012472,조례호수도서관,1.0,N,,34.96365194,127.5252102,2021/09/16 05:01:50,,36060,광양시
83115,KYB326012498,오산,8.0,N,,34.9274789,127.502076,2021/09/16 05:01:50,,36060,광양시
83116,KYB326012499,오림,8.0,N,,34.92331902,127.50602861,2021/09/16 05:01:50,,36060,광양시
83117,KYB326012500,연화원.평화병원입구,1.0,N,,34.91049083,127.48401253,2021/09/16 05:01:50,,36060,광양시
83118,KYB326012501,통천,8.0,N,,34.92392987,127.49587214,2021/09/16 05:01:50,,36060,광양시
83119,KYB326012502,내동,8.0,N,,34.91703,127.50384,2021/09/16 05:01:50,,36060,광양시
83120,KYB326012503,오림회관,8.0,N,,34.92451,127.50585,2021/09/16 05:01:50,,36060,광양시
83121,KYB326012504,오산,8.0,N,,34.92752685,127.50220849,2021/09/16 05:01:50,,36060,광양시
83122,KYB326012553,호두마을,8.0,N,,34.88845179,127.57216269,2021/09/16 05:01:50,,36060,광양시
83123,KYB326012554,당두,8.0,N,,34.88603447,127.57706122,2021/09/16 05:01:50,,36060,광양시
83124,KYB326012555,대초,8.0,N,,34.87933379,127.5707136,2021/09/16 05:01:50,,36060,광양시
83125,KYB326012556,월평,8.0,N,,34.87665584,127.5627217,2021/09/16 05:01:50,,36060,광양시
83126,KYB326012561,율촌중학교,1.0,N,,34.87992,127.57594,2021/09/16 05:01:50,,36060,광양시
83127,KYB326012564,신대삼거리,1.0,N,,34.88036206,127.55507512,2021/09/16 05:01:50,,36060,광양시
83128,KYB326012565,행정,8.0,N,,34.87990892,127.55774262,2021/09/16 05:01:50,,36060,광양시
83129,KYB326012566,월산,1.0,N,,34.87964088,127.56131021,2021/09/16 05:01:50,,36060,광양시
83130,KYB326012567,신촌,1.0,N,,34.87946443,127.56379537,2021/09/16 05:01:50,,36060,광양시
83131,KYB326012568,산수리입구,8.0,N,,34.87890568,127.56682425,2021/09/16 05:01:50,,36060,광양시
83132,KYB326012569,산수리입구,8.0,N,,34.87896037,127.56704669,2021/09/16 05:01:50,,36060,광양시
83133,KYB326012570,율촌면사무소,1.0,N,,34.88228193,127.57910816,2021/09/16 05:01:50,,36060,광양시
83134,KYB326012571,여흥,8.0,N,,34.88030996,127.57980803,2021/09/16 05:01:50,,36060,광양시
83135,KYB326012572,여흥,1.0,N,,34.88034334,127.57993868,2021/09/16 05:01:50,,36060,광양시
83136,KYB326012573,사항,8.0,N,,34.87777435,127.58005272,2021/09/16 05:01:50,,36060,광양시
83137,KYB326012574,신흥,8.0,N,,34.91255475,127.53576906,2021/09/16 05:01:50,,36060,광양시
83138,KYB326012575,신기,8.0,N,,34.9116479,127.53204258,2021/09/16 05:01:50,,36060,광양시
83139,KYB326012576,신기,8.0,N,,34.9108,127.53002,2021/09/16 05:01:50,,36060,광양시
83140,KYB326012577,신기,8.0,N,,34.90986254,127.52843704,2021/09/16 05:01:50,,36060,광양시
83141,KYB326012578,도롱,8.0,N,,34.90063081,127.53315295,2021/09/16 05:01:50,,36060,광양시
83142,KYB326012601,해룡면사무소,8.0,N,,34.91457,127.53705,2021/09/16 05:01:50,,36060,광양시
83143,KYB326012603,상삼출장소,1.0,N,,34.94914,127.53309,2021/09/16 05:01:50,3261221.0,36060,광양시
83144,KYB326012620,용림,1.0,N,,34.99014312,127.53534345,2021/09/16 05:01:50,,36060,광양시
83145,KYB326012621,용림,8.0,N,,34.99005607,127.53533786,2021/09/16 05:01:50,,36060,광양시
83146,KYB326012622,마륜,8.0,N,,34.98729067,127.54393329,2021/09/16 05:01:50,,36060,광양시
83147,KYB326012623,세승,8.0,N,,34.94109959,127.57869572,2021/09/16 05:01:50,,36060,광양시
83148,KYB326012624,매천역사공원,8.0,N,,34.99440982,127.55713005,2021/09/16 05:01:50,0.0,36060,광양시
83149,KYB326012628,서천체육공원,1.0,N,,34.96804537,127.58102688,2021/09/16 05:01:50,0.0,36060,광양시
83150,KYB326012630,신전마을,8.0,N,,35.04464559,127.68878996,2021/09/16 05:01:50,,36060,광양시
83151,KYB326012631,신전마을,8.0,N,,35.04453091,127.68885489,2021/09/16 05:01:50,,36060,광양시
83152,KYB326012632,죽전2,8.0,N,,35.05010962,127.69333476,2021/09/16 05:01:50,,36060,광양시
83153,KYB326012633,광양읍교회,8.0,N,,34.97158932,127.59346935,2021/09/16 05:01:50,,36060,광양시
83154,KYB326012634,무등암,8.0,N,,35.05661533,127.74371774,2021/09/16 05:01:50,,36060,광양시
83155,KYB326012635,무등암,8.0,N,,35.05648342,127.74371665,2021/09/16 05:01:50,,36060,광양시
83156,KYB326012636,호수산장,8.0,N,,34.99534152,127.59140779,2021/09/16 05:01:50,,36060,광양시
83157,KYB326012637,호수산장,1.0,N,,34.99525489,127.59151108,2021/09/16 05:01:50,,36060,광양시
83158,KYB326012638,상봉,1.0,N,,35.01324619,127.58019889,2021/09/16 05:01:50,,36060,광양시
83159,KYB326012639,상봉,8.0,N,,35.01327155,127.58033389,2021/09/16 05:01:50,,36060,광양시
83160,KYB326012640,아랫마시,1.0,N,,35.03056234,127.57248178,2021/09/16 05:01:50,,36060,광양시
83161,KYB326012641,아랫마시,8.0,N,,35.02987903,127.57306651,2021/09/16 05:01:50,,36060,광양시
83162,KYB326012642,노인복지센터,1.0,N,,35.03883058,127.56808877,2021/09/16 05:01:50,,36060,광양시
83163,KYB326012643,계룡,1.0,N,,35.04508305,127.56680931,2021/09/16 05:01:50,,36060,광양시
83164,KYB326012644,계룡,8.0,N,,35.04487795,127.56693717,2021/09/16 05:01:50,,36060,광양시
83165,KYB326012645,내동복지관,1.0,N,,35.05317746,127.56553036,2021/09/16 05:01:50,,36060,광양시
83166,KYB326012646,지본입구,8.0,N,,34.99109587,127.50513713,2021/09/16 05:01:50,,36060,광양시
83167,KYB326012647,강청,8.0,N,,34.98984,127.50561,2021/09/16 05:01:50,,36060,광양시
83168,KYB326012648,왕조1동주민센터,8.0,N,,34.96378305,127.52172767,2021/09/16 05:01:50,,36060,광양시
83169,KYB326012649,저곡,8.0,N,,35.01487549,127.5894745,2021/09/16 05:01:50,,36060,광양시
83170,KYB326012650,저곡,8.0,N,,35.01498682,127.58943482,2021/09/16 05:01:50,,36060,광양시
83171,KYB326012651,중마고2,1.0,N,,34.95359489,127.69547939,2021/09/16 05:01:50,,36060,광양시
83172,KYB326012652,황곡입구,8.0,N,,34.91096596,127.65346577,2021/09/16 05:01:50,,36060,광양시
83173,KYB326012653,송보타워,8.0,N,,34.9545916,127.6933231,2021/09/16 05:01:50,0.0,36060,광양시
83174,KYB326012654,오추,8.0,N,,35.00438569,127.77374387,2021/09/16 05:01:50,,36060,광양시
83175,KYB326012657,명주마을,8.0,N,,34.99033102,127.69944673,2021/09/16 05:01:50,,36060,광양시
83176,KYB326012658,명주마을,8.0,N,,34.99037901,127.69927791,2021/09/16 05:01:50,,36060,광양시
83177,KYB326012663,골약동주민센터,1.0,N,,34.93168,127.68585,2021/09/16 05:01:50,0.0,36060,광양시
83178,KYB326012664,골약동주민센타,8.0,N,,34.93148406,127.68578164,2021/09/16 05:01:50,0.0,36060,광양시
83179,KYB326012670,중선,8.0,N,,34.98030313,127.65929222,2021/09/16 05:01:50,,36060,광양시
83180,KYB326012671,상선,8.0,N,,34.98387209,127.65860146,2021/09/16 05:01:50,,36060,광양시
83181,KYB326012672,중선,1.0,N,,34.98026991,127.6591728,2021/09/16 05:01:50,,36060,광양시
83182,KYB326012673,하선,1.0,N,,34.97759268,127.66625867,2021/09/16 05:01:50,,36060,광양시
83183,KYB326012674,하선,8.0,N,,34.97747232,127.66627522,2021/09/16 05:01:50,,36060,광양시
83184,KYB326012675,장동회관,1.0,N,,34.98346187,127.7047084,2021/09/16 05:01:50,,36060,광양시
83185,KYB326012676,매동,1.0,N,,34.98134002,127.70582732,2021/09/16 05:01:50,,36060,광양시
83186,KYB326012677,장동회관,8.0,N,,34.98344617,127.7048272,2021/09/16 05:01:50,,36060,광양시
83187,KYB326012678,5일시장,1.0,N,,34.97114626,127.5907844,2021/09/16 05:01:50,,36060,광양시
83188,KYB326012679,산본,8.0,N,,34.99516969,127.60289363,2021/09/16 05:01:50,,36060,광양시
83189,KYB326012680,산본,8.0,N,,34.99533257,127.60284611,2021/09/16 05:01:50,,36060,광양시
83190,KYB326012681,용장입구,8.0,N,,34.94735867,127.67654686,2021/09/16 05:01:50,,36060,광양시
83191,KYB326012683,서울병원,8.0,N,,34.95685757,127.69058017,2021/09/16 05:01:50,,36060,광양시
83192,KYB326012684,노블리안A,1.0,N,,34.94408363,127.70070708,2021/09/16 05:01:50,,36060,광양시
83193,KYB326012685,노블리안A,1.0,N,,34.94424887,127.70062892,2021/09/16 05:01:50,,36060,광양시
83194,KYB326012686,커뮤니티센터,1.0,N,,34.9476083,127.70397076,2021/09/16 05:01:50,,36060,광양시
83195,KYB326012687,커뮤니티센터,1.0,N,,34.94812294,127.70401683,2021/09/16 05:01:50,,36060,광양시
83196,KYB326012688,광양의봄A,1.0,N,,34.950313,127.70059027,2021/09/16 05:01:50,,36060,광양시
83197,KYB326012689,광양의봄A,1.0,N,,34.95005726,127.7007302,2021/09/16 05:01:50,,36060,광양시
83198,KYB326012690,용곡마을,8.0,N,,34.98469493,127.67360525,2021/09/16 05:01:50,,36060,광양시
83199,KYB326012691,황곡입구,8.0,N,,34.91094078,127.65330237,2021/09/16 05:01:50,,36060,광양시
83200,KYB326012692,금성,8.0,N,,34.91563538,127.50023086,2021/09/16 05:01:50,,36060,광양시
83201,KYB326012693,통천마을,8.0,N,,34.92125541,127.49674283,2021/09/16 05:01:50,,36060,광양시
83202,KYB326012695,동석,1.0,N,,34.99128666,127.561252,2021/09/16 05:01:50,,36060,광양시
83203,KYB326012696,동석,1.0,N,,34.99124877,127.56114078,2021/09/16 05:01:50,,36060,광양시
83204,KYB326012697,송산,1.0,N,,34.92120876,127.54956241,2021/09/16 05:01:50,,36060,광양시
83205,KYB326012698,송산,1.0,N,,34.92107998,127.54967334,2021/09/16 05:01:50,,36060,광양시
83206,KYB326012699,서석,1.0,N,,34.98978291,127.56361978,2021/09/16 05:01:50,,36060,광양시
83207,KYB326012700,광동맨션,1.0,N,,34.97481069,127.59248862,2021/09/16 05:01:50,,36060,광양시
83208,KYB326012701,광동맨션,1.0,N,,34.97507114,127.59241615,2021/09/16 05:01:50,,36060,광양시
83209,KYB326012702,서동,8.0,N,,35.15084538,127.65018087,2021/09/16 05:01:50,,36060,광양시
83210,KYB326012703,서동,8.0,N,,35.15087225,127.65029866,2021/09/16 05:01:50,,36060,광양시
83211,KYB326012704,동동,1.0,N,,35.14276544,127.65011682,2021/09/16 05:01:50,,36060,광양시
83212,KYB326012705,금천,8.0,N,,35.15742731,127.65372392,2021/09/16 05:01:50,,36060,광양시
83213,KYB326012706,금천,8.0,N,,35.15730523,127.65373763,2021/09/16 05:01:50,,36060,광양시
83214,KYB326012707,택배센터,8.0,N,,34.96373931,127.61004226,2021/09/16 05:01:50,,36060,광양시
83215,KYB326012708,신금,8.0,N,,34.97811322,127.71217279,2021/09/16 05:01:50,,36060,광양시
83216,KYB326012709,신금,8.0,N,,34.98082594,127.71053495,2021/09/16 05:01:50,,36060,광양시
83217,KYB326012711,청암대학,1.0,N,,34.92619,127.49016,2021/09/16 05:01:50,3262354.0,36060,광양시
83218,KYB326012713,우림필유아파트,1.0,N,,34.9391007,127.7094815,2021/09/16 05:01:50,,36060,광양시
83219,KYB326012714,석화맨션,8.0,N,,34.95804,127.51728,2021/09/16 05:01:50,,36060,광양시
83220,KYB326012715,신월,8.0,N,,34.95793,127.51988,2021/09/16 05:01:50,,36060,광양시
83221,KYB326012716,산단사거리,1.0,N,,34.98800439,127.50944289,2021/09/16 05:01:50,,36060,광양시
83222,KYB326012717,구덕,8.0,N,,34.99325744,127.75740872,2021/09/16 05:01:50,,36060,광양시
83223,KYB326012718,학동,8.0,N,,34.99648,127.55025,2021/09/16 05:01:50,,36060,광양시
83224,KYB326012719,칠성초교,1.0,N,,34.97898386,127.57700255,2021/09/16 05:01:50,,36060,광양시
83225,KYB326012720,칠성초교,1.0,N,,34.97885694,127.57666304,2021/09/16 05:01:50,,36060,광양시
83226,KYB326012721,동아그린맨션,1.0,N,,34.9654837,127.5721426,2021/09/16 05:01:50,,36060,광양시
83227,KYB326012722,동아그린맨션,1.0,N,,34.9658534,127.5720992,2021/09/16 05:01:50,,36060,광양시
83228,KYB326012723,성황,1.0,N,,34.94390612,127.67931801,2021/09/16 05:01:50,,36060,광양시
83229,KYB326012724,석화맨션,8.0,N,,34.95825,127.51688,2021/09/16 05:01:50,,36060,광양시
83230,KYB326012725,순천병원,1.0,N,,34.9604199,127.52378267,2021/09/16 05:01:50,,36060,광양시
83231,KYB326012726,강남여고,1.0,N,,34.9625121,127.52557413,2021/09/16 05:01:50,,36060,광양시
83232,KYB326012727,NC백화점,1.0,N,,34.97167545,127.52190538,2021/09/16 05:01:50,,36060,광양시
83233,KYB326012728,금호대교앞,8.0,N,,34.94776715,127.72139004,2021/09/16 05:01:50,,36060,광양시
83234,KYB326012729,금호대교앞,8.0,N,,34.9479848,127.72116019,2021/09/16 05:01:50,,36060,광양시
83235,KYB326012730,진월초교,8.0,N,,34.97720769,127.75929606,2021/09/16 05:01:50,,36060,광양시
83236,KYB326012731,부현삼거리,8.0,N,,35.01521466,127.59307982,2021/09/16 05:01:50,,36060,광양시
83237,KYB326012732,부현삼거리,8.0,N,,35.01509454,127.59305387,2021/09/16 05:01:50,,36060,광양시
83238,KYB326012733,하조,8.0,N,,35.07291,127.56055,2021/09/16 05:01:50,,36060,광양시
83239,KYB326012734,신승중공업,8.0,N,,34.92122825,127.61963755,2021/09/16 05:01:50,,36060,광양시
83240,KYB326012735,신승중공업,8.0,N,,34.92123625,127.61981305,2021/09/16 05:01:50,,36060,광양시
83241,KYB326012736,사평입구,1.0,N,,35.00780414,127.77199208,2021/09/16 05:01:50,,36060,광양시
83242,KYB326012737,사평입구,1.0,N,,35.00793714,127.77203004,2021/09/16 05:01:50,,36060,광양시
83243,KYB326012738,추동마을,8.0,N,,35.00920051,127.76823533,2021/09/16 05:01:50,,36060,광양시
83244,KYB326012739,추동마을,1.0,N,,35.00932799,127.76819145,2021/09/16 05:01:50,,36060,광양시
83245,KYB326012740,신기,8.0,N,,35.00578671,127.76141271,2021/09/16 05:01:50,,36060,광양시
