시도명,시군구명,구분,회관명,소재지,규모(제곱미터),데이터기준일자
전라남도,곡성군,오산면,부들 마을회관,전라남도 곡성군 오산면 부들길 34-10,90.3,2021-09-26
전라남도,곡성군,오산면,함안 마을회관,전라남도 곡성군 오산면 함안길 37,82.6,2021-09-26
전라남도,곡성군,오산면,봉서 마을회관,전라남도 곡성군 오산면 봉서길 61,66.5,2021-09-26
전라남도,곡성군,오산면,오봉 마을회관,전라남도 곡성군 오산면 오산로 592-3,70.8,2021-09-26
전라남도,곡성군,오산면,율천 마을회관,전라남도 곡성군 오산면 율천길 139,52.8,2021-09-26
전라남도,곡성군,오산면,단사 마을회관,전라남도 곡성군 오산면 단사길 28-1,61.4,2021-09-26
전라남도,곡성군,오산면,사리 마을회관,전라남도 곡성군 오산면 사리길 8,67,2021-09-26
전라남도,곡성군,오산면,조양 마을회관,전라남도 곡성군 오산면 조양길 41,76,2021-09-26
전라남도,곡성군,오산면,반석 마을회관,전라남도 곡성군 오산면 반석리길 26-2,61.1,2021-09-26
전라남도,곡성군,오산면,용계 마을회관,전라남도 곡성군 오산면 용계길 20-1,149,2021-09-26
전라남도,곡성군,오산면,작천 마을회관,전라남도 곡성군 오산면 작천길 15,61,2021-09-26
전라남도,곡성군,오산면,선세 마을회관,전라남도 곡성군 오산면 선세길 28-2,61.5,2021-09-26
전라남도,곡성군,오산면,성덕 마을회관,전라남도 곡성군 오산면 성덕관음길 69,72.5,2021-09-26
전라남도,곡성군,오산면,관음사 마을회관,전라남도 곡성군 오산면 성덕관음길 364,71,2021-09-26
전라남도,곡성군,오산면,가곡 마을회관,전라남도 곡성군 오산면 가곡길 303-1,136.1,2021-09-26
전라남도,곡성군,오산면,초현 마을회관,전라남도 곡성군 오산면 청단길 170-1,68.1,2021-09-26
전라남도,곡성군,오산면,청단 마을회관,전라남도 곡성군 오산면 청단길 11,93.5,2021-09-26
전라남도,곡성군,오산면,연화 마을회관,전라남도 곡성군 오산면 연화길 114,241.6,2021-09-26
전라남도,곡성군,오산면,안평 마을회관,전라남도 곡성군 오산면 안평길 17,142.7,2021-09-26
전라남도,곡성군,오산면,운곡1구 마을회관,전라남도 곡성군 오산면 운곡1길 131,70,2021-09-26
전라남도,곡성군,오산면,운곡2구 마을회관,전라남도 곡성군 오산면 운곡2길 46,49,2021-09-26
