읍면명,경로당명,경로당 주소,건축연도,부지면적,대표자,데이터기준일자
산이면,신흥경로당,전라남도 해남군 산이면 부동길 434,2002,69.42,임상문,2022-03-31
산이면,업자경로당,전라남도 해남군 산이면 업자길 136,2001,93.5,박현수,2022-03-31
산이면,예동경로당,전라남도 해남군 산이면 예동길 23,2000,70,정화춘,2022-03-31
산이면,외송경로당,전라남도 해남군 산이면 외송길 97,1996,113.28,이광남,2022-03-31
산이면,원항경로당,전라남도 해남군 산이면 원항리길 74,1993,66,이천문,2022-03-31
산이면,유동경로당,전라남도 해남군 산이면 유동길 29,2001,66.5,서욱환,2022-03-31
산이면,주산동경로당,전라남도 해남군 산이면 대진길 33-1,2022,29.16,박정애,2022-03-31
산이면,중촌경로당,전라남도 해남군 산이면 예덕길 129,1998,102.96,박노적,2022-03-31
산이면,지사경로당,전라남도 해남군 산이면 지사길 29,1995,97.44,정기태,2022-03-31
산이면,진산경로당,전라남도 해남군 산이면 진산길 110,2000,175.23,최동승,2022-03-31
산이면,초두경로당,전라남도 해남군 산이면 초두길 83,1997,83.52,원동석,2022-03-31
산이면,학림경로당,전라남도 해남군 산이면 학림길 57,2002,67.84,채해안,2022-03-31
산이면,해월경로당,전라남도 해남군 산이면 해월길 15,2001,84,정한자,2022-03-31
산이면,황조경로당,전라남도 해남군 산이면 새상골길 314,1997,84.42,진희상,2022-03-31
산이면,흑두경로당,전라남도 해남군 산이면 흑두길 68,1997,84.89,김행복,2022-03-31
문내면,갈우경로당,전라남도 해남군 문내면 문내화원로 388-5,2001,75.3,이백주,2022-03-31
문내면,고당경로당,전라남도 해남군 문내면 일성길 15,1998,99.09,정상호,2022-03-31
문내면,고대경로당,전라남도 해남군 문내면 고대길 30,1997,66.7,최술자,2022-03-31
문내면,고전경로당,전라남도 해남군 문내면 고전길 38,2001,108.8,김권호,2022-03-31
문내면,고평경로당,전라남도 해남군 문내면 고평길 37,1996,75.4,고상열,2022-03-31
문내면,공영경로당,전라남도 해남군 문내면 공영길 55-20,1996,67.2,박춘옥,2022-03-31
문내면,궁항경로당,전라남도 해남군 문내면 우수영로 973,2000,76.8,송명환,2022-03-31
문내면,난대경로당,전라남도 해남군 문내면 난대길 44,1997,52.56,김춘길,2022-03-31
문내면,남상경로당,전라남도 해남군 문내면 남문길 8,1998,72.16,김남화,2022-03-31
문내면,남외경로당,전라남도 해남군 문내면 우수영안길 27-16,2017,97.47,정창진,2022-03-31
문내면,남하경로당,전라남도 해남군 문내면 우수영안길 69,2001,74.08,정호진,2022-03-31
문내면,동내경로당,전라남도 해남군 문내면 동헌길 32-7,2002,43,김형복,2022-03-31
문내면,동리경로당,전라남도 해남군 문내면 골몰길 8,2001,81.47,박양섭,2022-03-31
문내면,동영경로당,전라남도 해남군 문내면 동영길 41-19,2002,94.76,박장길,2022-03-31
문내면,동외경로당,전라남도 해남군 문내면 우수영안길 5-1,2002,76,김현박,2022-03-31
문내면,명량경로당,전라남도 해남군 문내면 안골길 74-2,2013,56.55,정인동,2022-03-31
문내면,목삼경로당,전라남도 해남군 문내면 목삼길 1,2001,77,정평길,2022-03-31
문내면,무고경로당,전라남도 해남군 문내면 무고길 64,1997,87.22,주선재,2022-03-31
문내면,무아경로당,전라남도 해남군 문내면 북문길 78,1989,198.3,김흥진,2022-03-31
문내면,문내분회경로당,전라남도 해남군 문내면 우수영로 42,1989,107.74,이선동,2022-03-31
문내면,사교경로당,전라남도 해남군 문내면 사교길 31,1998,84.6,박재남,2022-03-31
문내면,삼덕경로당,전라남도 해남군 문내면 삼덕길 4,2001,98.05,박남환,2022-03-31
문내면,삼정경로당,전라남도 해남군 문내면 학동길 323,2001,77.05,김인술,2022-03-31
문내면,서상경로당,전라남도 해남군 문내면 북문길 22,2003,75,박공자,2022-03-31
문내면,서외경로당,전라남도 해남군 문내면 남문길 44,2004,50.25,조영자,2022-03-31
문내면,서하경로당,전라남도 해남군 문내면 남문길 26,2001,39.25,김흥인,2022-03-31
문내면,석교경로당,전라남도 해남군 문내면 석교길 87-6,1996,77.43,박승수,2022-03-31
문내면,선두경로당,전라남도 해남군 문내면 하마산길 70,1998,93.82,김영빈,2022-03-31
문내면,송정경로당,전라남도 해남군 문내면 진등길 31,1998,66.6,강감순,2022-03-31
문내면,신월경로당,전라남도 해남군 문내면 신월길 33,2001,64.98,김부행,2022-03-31
문내면,신창경로당,전라남도 해남군 문내면 신창안길 16,1996,92.56,김재화,2022-03-31
문내면,신평경로당,전라남도 해남군 문내면 청다리길 46,2001,88.26,김길언,2022-03-31
문내면,신흥경로당,전라남도 해남군 문내면 명량로 800,1996,66.11,정순배,2022-03-31
문내면,심동경로당,전라남도 해남군 문내면 심동길 110,1998,69.75,김규철,2022-03-31
문내면,양정경로당,전라남도 해남군 문내면 양정길 172-14,2001,97.5,김재성,2022-03-31
문내면,예락경로당,전라남도 해남군 문내면 예락길 78,1995,72.72,박종남,2022-03-31
문내면,외암경로당,전라남도 해남군 문내면 외암길 49,1997,66.66,나광덕,2022-03-31
문내면,용암경로당,전라남도 해남군 문내면 용암길 34,1996,56.1,박관석,2022-03-31
문내면,용정경로당,전라남도 해남군 문내면 공영길 199,2002,75,김귀남,2022-03-31
문내면,원동경로당,전라남도 해남군 문내면 원동리길 30-14,1997,101.79,배기봉,2022-03-31
문내면,원문경로당,전라남도 해남군 문내면 원문길 10,2002,77,현순화,2022-03-31
문내면,이목경로당,전라남도 해남군 문내면 명량로 908-8,2002,77,박동진,2022-03-31
문내면,일정경로당,전라남도 해남군 문내면 일정길 188,2001,88.6,정길동,2022-03-31
문내면,임하경로당,전라남도 해남군 문내면 임하길 109-3,2001,79.02,문경호,2022-03-31
문내면,장포경로당,전라남도 해남군 문내면 장포길 116-9,2009,59.89,최점식,2022-03-31
문내면,증도경로당,전라남도 해남군 문내면 증도길 15,2001,76.4,최일옥,2022-03-31
문내면,충무경로당,전라남도 해남군 문내면 충무길 19-1,2001,66,강순임,2022-03-31
문내면,충평경로당,전라남도 해남군 문내면 충평길 121,1997,59.5,김일성,2022-03-31
문내면,학동경로당,전라남도 해남군 문내면 학동길 183,1996,72.72,고순애,2022-03-31
문내면,학동남자경로당,전라남도 해남군 문내면 학동길 185,2017,84.6,정무웅,2022-03-31
화원면,가랍경로당,전라남도 해남군 화원면 문내화원로 659,2001,41.76,한종철,2022-03-31
화원면,가마경로당,전라남도 해남군 화원면 질마가마길 248,2001,66,이화자,2022-03-31
화원면,고등계경로당,전라남도 해남군 화원면 부동리길 5,2009,86.3,이동산,2022-03-31
화원면,구림경로당,전라남도 해남군 화원면 구림길 17-7,2001,110.38,김희주,2022-03-31
화원면,구지경로당,전라남도 해남군 화원면 구지길 21,1997,88.74,최운기,2022-03-31
화원면,당포경로당,전라남도 해남군 화원면 당포길 20,1997,135,백화평,2022-03-31
화원면,마천경로당,전라남도 해남군 화원면 마천길 79,1996,192.31,김재오,2022-03-31
화원면,매계경로당,전라남도 해남군 화원면 매계길 38-1,2001,24,송종순,2022-03-31
화원면,방죽골경로당,전라남도 해남군 화원면 문내화원로 901,2021,66.27,이말단,2022-03-31
화원면,뱀골경로당,전라남도 해남군 화원면 신덕호길 435,2001,165.28,김영희,2022-03-31
화원면,별암경로당,전라남도 해남군 화원면 별암길 39,2001,95.14,김만재,2022-03-31
화원면,부동경로당,전라남도 해남군 화원면 조선소길 774-3,2017,40,장수익,2022-03-31
화원면,산수경로당,전라남도 해남군 화원면 산수길 79,1997,81,박팔록,2022-03-31
화원면,산촌경로당,전라남도 해남군 화원면 신용리길 213,1997,96,주철관,2022-03-31
화원면,상리경로당,전라남도 해남군 화원면 청용1길 50,1997,65.52,최종심,2022-03-31
화원면,석호경로당,전라남도 해남군 화원면 석호리길 133-4,1999,106,이찬옥,2022-03-31
화원면,섬동경로당,전라남도 해남군 화원면 섬동길 67,2001,73.83,김장선,2022-03-31
화원면,송촌경로당,전라남도 해남군 화원면 송촌리길 5,2001,63,박귀심,2022-03-31
화원면,수동경로당,전라남도 해남군 화원면 수동길 23,2001,80,윤승학,2022-03-31
화원면,신용경로당,전라남도 해남군 화원면 신용리길 84,2001,81,주종길,2022-03-31
화원면,신주광경로당,전라남도 해남군 화원면 청용새길 43,2001,20,김병진,2022-03-31
화원면,신평경로당,전라남도 해남군 화원면 신평리길 31,1997,89.9,고강식,2022-03-31
화원면,양화경로당,전라남도 해남군 화원면 양화길 41,2001,73.2,김정부,2022-03-31
화원면,억수경로당,전라남도 해남군 화원면 억수길 4,2001,78.08,홍성용,2022-03-31
화원면,온덕경로당,전라남도 해남군 화원면 매봉길 96,2001,66.5,정옥조,2022-03-31
화원면,온수경로당,전라남도 해남군 화원면 온천길 42,2001,67.32,김정욱,2022-03-31
화원면,월래경로당,전라남도 해남군 화원면 월래길 31,2001,67.76,신성대,2022-03-31
화원면,월산경로당,전라남도 해남군 화원면 월산길 63,2001,52.89,정우배,2022-03-31
화원면,월하경로당,전라남도 해남군 화원면 월하길 59-3,1992,83.6,김종범,2022-03-31
화원면,이목경로당,전라남도 해남군 화원면 이목길 44-16,2001,80,이성순,2022-03-31
화원면,인지경로당,전라남도 해남군 화원면 인지길 24,2001,49.58,김봉길,2022-03-31
화원면,장수경로당,전라남도 해남군 화원면 장수길 63-1,2001,66.5,곽병옥,2022-03-31
화원면,장재경로당,전라남도 해남군 화원면 장재길 15,2001,76.13,김상술,2022-03-31
화원면,장평경로당,전라남도 해남군 화원면 장평길 68,1996,66.6,이선진,2022-03-31
화원면,저상경로당,전라남도 해남군 화원면 영호리 234번지,2001,70,김만석,2022-03-31
화원면,절골경로당,전라남도 해남군 화원면 절골길 200,2001,44.85,최길오,2022-03-31
화원면,중리경로당,전라남도 해남군 화원면 청용2길 6-6,1997,39.47,문용길,2022-03-31
화원면,질마경로당,전라남도 해남군 화원면 질마가마길 130-10,2001,66,이배근,2022-03-31
화원면,척북경로당,전라남도 해남군 화원면 척북길 32,1997,101.06,홍순경,2022-03-31
화원면,초동경로당,전라남도 해남군 화원면 초동길 23,2001,80.4,박한철,2022-03-31
화원면,평리경로당,전라남도 해남군 화원면 금평길 39,2002,134.4,천무웅,2022-03-31
화원면,하리경로당,전라남도 해남군 화원면 금평길 14-8,2001,76.07,정재엽,2022-03-31
화원면,학상경로당,전라남도 해남군 화원면 개초길 442,1997,60,박은성,2022-03-31
화원면,화봉경로당,전라남도 해남군 화원면 화봉길 93,1997,80.4,박득길,2022-03-31
화원면,화원면분회경로당,전라남도 해남군 화원면 금평리 239번지 9호,1989,423.36,이광옥,2022-03-31
화원면,후포경로당,전라남도 해남군 화원면 후포길 45,1998,72.75,김덕환,2022-03-31
