"시군구별(1)",2022.2/4
"시군구별(1)",약사
"서울",9602
"부산",2911
"대구",2168
"인천",2002
"광주",1262
"대전",1256
"울산",743
"세종",228
"경기",9296
"강원",1069
"충북",1118
"충남",1450
"전북",1452
"전남",1316
"경북",1645
"경남",2216
"제주",498
